refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere
EBEXEQ01,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Gd,4.55547,3.66511,4.53502
EBEXIU02,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Gd,4.04502,3.67365,4.04054
EBIBAV,OC(=O)C(=O)O,Dy,4.81484,3.91619,4.80801
EBIBEZ,OC(=O)C(=O)O,Ho,4.82332,3.92781,4.82332
EBIBID,OC(=O)C(=O)O,Gd,4.8617,3.91771,4.8617
EBIBOJ,OC(=O)C(=O)O,Tb,4.82168,3.9069,4.82168
EBIFIG,OC(=O)c1ccc(c(c1)S(O)(O)O)C(=O)O,Pb,2.03257,1.16732,1.99957
EBIFUS,OC(=O)c1ccc(c(c1)S(O)(O)O)C(=O)O,Pb,2.55839,1.21353,2.55365
EBIHII,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Fe,5.59863,2.34437,5.58437
EBIMEJ,OC(=O)c1cc(Cc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Co,4.71155,3.76742,4.70882
EBIMIN,OC(=O)c1cc(Cc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Mn,4.7771,3.15936,4.69633
EBINUA01,C(CN1NC=NC1)CCN1NC=NC1,Cu,3.88193,2.31811,3.88193
EBINUA02,C(Cn1ncnc1)CCn1ncnc1,Cu,3.82604,2.29312,3.82604
EBIZUN,OC(=O)c1cc(NCc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Cu,10.22436,4.14883,10.22436
EBOBOO,c1ccc(cn1)c1nnc([nH]1)c1cccnc1,Cu,2.79682,1.21266,2.79183
EBOJIP,OC(=O)/C=C/C(=O)O,Eu,3.76502,1.12502,3.71788
EBOJOV,OC(=O)/C=C\C(=O)O,Eu,3.67981,2.43051,3.67981
EBOJOW,OC(=O)CCc1nnn[nH]1,Zn,1.76974,1.00308,1.75919
EBOMAL,CC([C@@H](C(=O)O)NCc1ccc(cc1)C(=O)O)C,Zn,3.19075,1.9388,3.12917
EBOTIB,OC(=O)c1ccc(cc1)C(=O)O,Zr,8.86493,3.77839,8.85931
EBOVOJ,OP(=O)(c1ccc(cc1)C(c1ccc(cc1)P(=O)(O)O)(c1ccc(cc1)P(=O)(O)O)c1ccc(cc1)P(=O)(O)O)O,La,3.27652,1.30464,3.26573
EBUREA,OC(=O)c1ccc(cc1)NNc1cc(cc(c1)C(=O)O)C(=O)O,Mn,5.0261,3.63059,5.00492
EBUTUS,OC(=O)[C@H]1CC[C@@](C1(C)C)(C)C(=O)O,Dy,2.39275,1.28017,2.06099
EBUTUS01,OC(=O)[C@H]1CC[C@@](C1(C)C)(C)C(=O)O,Dy,2.43354,1.24781,2.0725
ECAFOG,O=C(c1ccncc1)Oc1cc(OC(=O)c2ccncc2)cc(c1)OC(=O)c1ccncc1,Cu,9.52893,9.26877,9.5286
ECAHAT,CC(=O)CC(=O)c1ccc(cc1)c1ccncc1,Zn,12.33007,11.49276,12.33007
ECAHEX,O=C(c1ccncc1)CC(=O)C,Cu,6.94654,5.17898,6.94654
ECAHIB,O=C(c1ccncc1)CC(=O)C,Cu,6.60223,4.44878,6.47472
ECAHOH,O=C(c1ccncc1)CC(=O)C,Cu,6.87255,4.98113,6.87255
ECAHUN,CC(=O)CC(=O)c1ccc(cc1)c1ccncc1,Zn,12.3272,11.34151,12.3272
ECEDAU,OC(=O)c1cc(C#Cc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Sr,2.66982,1.30677,2.6674
ECEDEY,OC(=O)c1cc(C#Cc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Ca,2.45878,1.23416,2.19487
ECEDEY01,OC(=O)c1cc(C#Cc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Ca,2.28945,1.29422,2.212
ECINUC,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Yb,8.45313,7.83476,8.39442
ECIWIW,OC(=O)c1ccc(cc1)c1ccncc1,Cd,3.30155,1.77565,3.30154
ECIWOC,OC(=O)c1ccc(cc1)c1ccncc1,Zn,5.06836,4.77082,5.06836
ECODEG,OC(=O)c1ccncc1,Cd,5.33632,2.24494,5.30958
ECODIK,OC(=O)c1ccncc1,Cu,4.7901,3.93176,4.76346
ECOJIP,OC(=O)c1cccnc1,Mn,2.6041,1.10523,2.14279
ECOLAL,OC(=O)c1cc(cc(c1)C(=O)O)P(c1ccccc1)c1ccccc1,Cd,2.30816,1.23329,2.16871
ECUFAM,OC(=O)c1cccc(n1)C(=O)O,La,4.05898,2.27907,4.0573
ECUFEQ,OC(=O)c1cccc(n1)C(=O)O,Nd,3.90761,2.52851,3.90236
ECUFIU,OC(=O)c1cccc(n1)C(=O)O,Pr,3.87944,2.50693,3.871
ECUGIU,OP(=O)(CN(CP(=O)(O)O)CP(=O)(O)O)O,Ba,1.89005,0.84708,1.8889
ECUTAX,c1ccc(cn1)C#Cc1cccnc1,Cu,1.99813,0.97045,1.84107
ECUVEF,OC(=O)c1cc(OCc2ccccc2)cc(c1)C(=O)O,Zn,2.89498,1.2922,2.54117
EDADET,OC(=O)c1cc(nc(c1)C(=O)O)C(=O)O,Pr,3.55658,0.88247,3.55658
EDAFUM,OC=O,Co,4.93466,3.72804,4.92247
EDAGAT,OC=O,Co,4.67101,3.62858,4.66929
EDAGEX,OC=O,Co,4.90335,3.69909,4.88599
EDAJUP,OC(=O)c1cncc(c1)C(=O)O,Co,3.18847,0.88586,1.62669
EDAJUP01,OC(=O)c1cncc(c1)C(=O)O,Co,3.16118,0.84658,1.59158
EDAPIK,c1ccc(cn1)OCC(COc1cccnc1)(COc1cccnc1)COc1cccnc1,Cu,7.86486,7.3354,7.86371
EDAXAL,OC(=O)[C@@H]1CCCN(C1)CP(=O)(O)O,Cd,2.25386,1.16377,1.93241
EDEPAG,OC(=O)c1ccc(cc1)C(=O)O,Eu,4.33155,1.53516,4.32195
EDEPEK,OC(=O)c1ccc(cn1)C(=O)O,Nd,1.69884,1.01798,1.51159
EDIMUZ,O[C@H]([C@H](C(=O)O)O)[C@H]([C@@H](C(=O)O)O)O,Sr,2.94568,1.07907,2.94568
EDORUN,OC(=O)c1cc(cc(c1)c1ccc(c2c1cccc2)c1ccncc1)C(=O)O,Cu,6.45021,4.24948,6.44626
EDOSEY,OC(=O)c1cc(cc(c1)c1ccc(cc1)c1ccc(cc1)c1ccncc1)C(=O)O,Cu,9.08562,3.80139,9.08562
EDOSIC,OC(=O)c1cc(cc(c1)c1ccc(c2c1cccc2)c1ccncc1)C(=O)O,Cu,5.98353,2.70985,5.96713
EDOSOI,OC(=O)c1cc(cc(c1)c1ccc(c2c1cccc2)c1ccncc1)C(=O)O,Cu,6.26837,4.05983,6.18987
EDOWEC,OC(=O)c1ccc(c2c1cccc2)C(=O)O,Zn,5.75037,5.21859,5.75037
EDOWIG,OC(=O)c1ccc(cc1)C(=O)O,Zn,7.08468,5.43202,6.97854
EDUSIF,OC(=O)c1ccc(cc1)C(=O)O,Zn,15.06697,7.92585,15.02833
EDUSUR,OC(=O)c1c(N)c(N)c(c(c1N)N)C(=O)O,Zn,14.97276,6.60653,14.80478
EDUVAA,OC(=O)[C@@H]1C=C[C@H](C=C1)c1ccc(cc1)C(=O)O,Zn,11.12176,8.60837,11.10384
EDUVOO,OC(=O)c1cc2ccc3c4c2c(c1)ccc4cc(c3)C(=O)O,Zn,20.94261,10.63851,20.91469
EFAYEQ,[C]COc1c(cc(cc1c1cc(cc(c1OC[C])c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Cu,10.37941,7.50084,10.26928
EFAYIU,[C]COc1c(cc(cc1c1cc(cc(c1OC[C])c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zn,10.24022,7.19973,10.11919
EFEGEC,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Tb,4.43559,3.84957,4.43559
EFEGOM,OC(=O)c1ccc(cc1)C(=O)O,Fe,6.13222,5.6417,6.13081
EFESEP,OC(=O)c1ccc(cc1)c1cc2OCCOCCOc3cc(c4ccc(cc4)C(=O)O)c(cc3OCCOCCOc2cc1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zn,8.715,6.13196,8.70818
EFESOZ,OC(=O)c1ccc(cc1)c1cc2OCCOCCOc3cc(c4ccc(cc4)C(=O)O)c(cc3OCCOCCOc2cc1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zn,8.917,6.18945,8.917
EFUFEQ,OC(=O)c1ccnc(c1)c1nccc(c1)C(=O)O,Cd,3.09489,1.92123,3.09489
EFUHEU,OC(=O)c1ccncc1,Zn,4.78036,2.29504,4.75327
EGATUC,Cc1[nH]nc(c1c1c(C)n[nH]c1C)C,Cu,2.62381,1.59512,2.61904
EGELIM,OC(=O)c1ccc(cc1)C(=O)O,Al,7.52519,7.08878,7.52519
EGELOS,OC(=O)c1ccc(cc1)C(=O)O,Al,7.38556,6.9845,7.38556
EGELUY,OC(=O)c1ccc(cc1)C(=O)O,Al,7.18873,6.76918,7.18873
EGELUY01,OC(=O)c1ccc(cc1)C(=O)O,Al,7.69707,7.20993,7.69707
EGIKUB,OC(=O)c1cccc(c1)C(=O)O,Zn,2.31595,1.33569,2.30653
EGIKUB01,OC(=O)c1cccc(c1)C(=O)O,Zn,2.29614,1.31664,2.22477
EGOHOZ,n1nnc([nH]1)c1c2ccccc2c(c2c1cccc2)c1n[nH]nn1,Zn,3.63973,1.10906,3.63973
EGOZAB,OC(=O)c1ccncc1,Cu,7.0311,5.28936,7.0311
EGUHET,OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O,Mn,1.80881,1.14901,1.71564
EGUHET01,OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O,Mn,1.78302,1.15394,1.77522
EGUHOD,OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O,Cd,1.65028,1.23509,1.65028
EGUHOD01,OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O,Cd,1.64207,1.14909,1.63652
EGUHOD02,OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O,Cd,1.63704,1.11598,1.63002
EHAHIF,OC(=O)c1nccnc1C(=O)O,Ag,2.05058,0.71362,2.04938
EHALOP,OC(=O)c1ccc(cc1)C(=O)O,Al,7.51936,7.08412,7.51936
EHAZAO,OC(=O)c1ccc(cc1)C(=O)O,Eu,2.08014,1.33194,2.07746
EHAZES,OC(=O)c1ccc(cc1)C(=O)O,Eu,1.56701,0.70146,1.54157
EHEPAJ,OC(=O)c1ccnc(c1)c1nccc(c1)C(=O)O,Gd,3.48072,1.25858,2.86708
EHEPAJ01,OC(=O)c1ccnc(c1)c1nccc(c1)C(=O)O,Gd,3.45772,1.29377,3.45496
EHETER,CCc1ncc[nH]1,Zn,2.13838,1.37159,2.10577
EHETER01,CCc1ncc[nH]1,Zn,2.05835,1.20096,2.05835
EHETER02,CCc1ncc[nH]1,Zn,6.13263,4.26645,6.13263
EHIBUT,OC(=O)c1ccc(cn1)C(=O)O,U,2.24865,0.97966,2.24355
EHIJAH,OC(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zn,18.47944,11.6924,18.47944
EHISIX,OC(=O)CCCC(=O)O,Mn,1.84878,0.93194,1.84587
EHISUJ,OC(=O)CCCCCC(=O)O,Mn,1.87057,0.91952,1.86508
EHIVIB,n1nnc([nH]1)c1cc(cc(c1)c1n[nH]nn1)c1nnn[nH]1,Mn,1.8365,0.71584,1.82647
EHIVOH,n1nnc([nH]1)c1cc(cc(c1)c1n[nH]nn1)c1nnn[nH]1,Zn,1.73856,0.80653,1.48408
EHODOV,OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)O,In,6.29637,4.7835,6.29637
EHOHOY,OP(=O)(CP(=O)(O)O)O,Sb,1.77185,0.95547,1.74564
EHUSUX,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(C)c(cc1C)c1cc(C)c(cc1C)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,10.42886,5.01209,10.42886
EJIBUW,c1cnc(cn1)c1n[nH]c(n1)c1ccncc1,Zn,7.59714,5.8783,7.59714
EJIDUW01,OC(=O)CCCCC(=O)O,Nd,3.66649,2.94554,3.6606
EJIDUW02,OC(=O)CCCCC(=O)O,Nd,3.72887,3.03293,3.71931
EJINIV,OC(=O)c1cc(ccc1c1ccc(cc1C(=O)O)C(=O)O)C(=O)O,Co,2.06112,1.0767,1.98773
EJINIV01,OC(=O)c1cc(ccc1c1ccc(cc1C(=O)O)C(=O)O)C(=O)O,Co,2.04577,1.09104,2.03265
EJIQIZ,OC(=O)c1ccc(cc1)c1ccc2c(c1)ncc(c2)C(=O)O,Zn,6.79621,4.45204,6.79621
EJOQUR,OC(=O)c1c(cccc1C(=O)O)Oc1cc(cc(c1)C(=O)O)C(=O)O,Cu,9.151,5.00621,9.11895
EJORAY,OC(=O)c1cc(ccc1C(=O)O)Oc1cc(cc(c1)C(=O)O)C(=O)O,Cu,4.5493,3.53165,4.5493
EKAQIR01,OC(=O)c1nccnc1C(=O)O,Nd,4.00283,1.17954,3.8698
EKEJOU,OC(=O)c1ccc(cc1)c1cccnc1,Fe,2.73201,1.13891,2.24817
EKEKAH,OC(=O)c1ccc(cc1)c1cccnc1,Ni,2.81927,1.11997,2.21192
EKEKEL,OC(=O)c1ccc(cc1)P(=O)(O)O,Zn,2.28848,1.2241,2.27418
EKEKIQ,Nc1c(cc(cc1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zn,7.79579,7.10452,7.79579
EKEKOW,Nc1c(cc(cc1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zn,6.77789,6.63712,6.76913
EKERIW,n1ccc(cc1)c1ccncc1,Cu,4.47851,1.70622,4.47851
EKEXIC,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Mn,1.91346,1.39816,1.91346
EKEXOI,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,1.83255,1.26211,1.83255
EKIJEP,OC(=O)c1cc(c2cccc(c2)C(=O)O)c(cc1c1cccc(c1)C(=O)O)C(=O)O,Co,1.68865,1.15973,1.66245
EKIJEP01,OC(=O)c1cc(c2cccc(c2)C(=O)O)c(cc1c1cccc(c1)C(=O)O)C(=O)O,Co,1.69864,1.16472,1.68965
EKUNON,OC(=O)c1cc(ccc1C(=O)O)C(=O)O,Cd,1.60403,0.9075,1.60403
EKUNON01,OC(=O)c1cc(ccc1C(=O)O)C(=O)O,Cd,1.71281,0.96107,1.71114
EKUNON02,OC(=O)c1cc(ccc1C(=O)O)C(=O)O,Cd,1.59605,0.91153,1.59605
ELAPEM,Nc1cc(cc(c1)C(=O)O)C(=O)O,Nd,3.42664,1.68101,3.42664
ELAPIQ,Nc1cc(cc(c1)C(=O)O)C(=O)O,Pr,2.47181,1.70865,2.37947
ELECIJ,OC(=O)c1cc(O)c(c(c1)O)C(=O)O,Eu,5.60855,3.51797,5.58929
ELERIY,OC(=O)c1cc(C#Cc2cncc(c2)C#Cc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Cu,9.55082,6.20511,9.55082
ELIJOZ,OC(=O)c1ccc(cc1)Oc1cc(cc(c1)C(=O)O)C(=O)O,Ce,5.0309,3.85268,5.03025
ELIKEQ,OC(=O)c1ccc(cc1)Oc1cc(cc(c1)C(=O)O)C(=O)O,Nd,4.99766,3.80728,4.99766
ELIKOA,OC(=O)c1ccc(cc1)Oc1cc(cc(c1)C(=O)O)C(=O)O,Eu,4.97213,3.73339,4.97152
ELIKUG,OC(=O)c1ccc(cc1)Oc1cc(cc(c1)C(=O)O)C(=O)O,Gd,4.95561,3.7268,4.95492
ELILAN,OC(=O)c1ccc(cc1)Oc1cc(cc(c1)C(=O)O)C(=O)O,Dy,4.95453,3.69174,4.95193
ELILER,OC(=O)c1ccc(cc1)Oc1cc(cc(c1)C(=O)O)C(=O)O,Er,4.97395,3.65704,4.97394
ELILIV,OC(=O)c1ccc(cc1)Oc1cc(cc(c1)C(=O)O)C(=O)O,Tm,4.95772,3.62473,4.95772
ELOCUD,OC(=O)/C=C/c1ccncc1,Cu,4.53862,1.42337,4.53862
ELOQON,OC(=O)c1ccc(nc1)c1ccc(cn1)C(=O)O,Sr,1.85185,0.83306,1.85185
ELUQIM,OC=O,Zn,2.92212,2.33526,2.92212
ELUQIM01,OC=O,Zn,2.92387,2.44797,2.92387
ELUQIM04,OC=O,Zn,2.92298,2.44439,2.92298
ELUQIM05,OC=O,Zn,2.89924,2.42534,2.89924
ELUQIM06,OC=O,Zn,2.88543,2.41057,2.88543
ELUQIM07,OC=O,Zn,2.87507,2.39886,2.87507
ELUQIM08,OC=O,Zn,2.8546,2.37835,2.85382
ELUQIM09,OC=O,Zn,2.83953,2.36277,2.83878
ELUQIM10,OC=O,Zn,2.83075,2.35388,2.83004
ELUQIM11,OC=O,Zn,2.81234,2.33478,2.81167
ELUQIM12,OC=O,Zn,2.93416,2.34339,2.91975
ELUQIM13,OC=O,Zn,2.91229,2.44476,2.91229
ELUTUB,Cc1nc(c([nH]1)C(=O)O)C(=O)O,Pb,2.14771,0.85339,2.13643
EMAFAA,Cc1cc(nn1Cc1ccc(c2c1cccc2)Cn1nc(cc1C)C)C,Ag,5.24366,2.00009,5.23981
EMAFEE,Cc1cc(nn1Cc1ccc(c2c1cccc2)Cn1nc(cc1C)C)C,Ag,4.89345,1.75083,4.77908
EMAPAK,Cc1ncc[nH]1,Zn,11.22309,3.63869,11.22309
EMEGEJ,CSC/C(=C(\c1ccc(cc1)C(=O)O)/CSC)/c1ccc(cc1)C(=O)O,Eu,3.13078,1.28969,2.79936
EMEGIN,CSC/C(=C(/c1ccc(cc1)C(=O)O)\CSC)/c1ccc(cc1)C(=O)O,Tb,3.50748,1.24678,3.26046
EMEYOK01,OC(=O)C(=O)O,Bi,2.64715,2.23759,2.64715
EMIYUW,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zr,9.67135,6.72483,9.4723
EMIZAD,OC(=O)c1ccc(cc1)c1cc2cc(cc3c2c(c1)c1cc(cc2c1c3cc(c2)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zr,34.84559,34.36289,34.84559
EMOSOP,OC(=O)[C@H](CC(=O)O)NCc1ccncc1,Cd,3.30742,1.99914,3.29557
EMOTIK,OC(=O)[C@H](CCC(=O)O)NCc1ccncc1,Cd,3.21005,1.98206,3.1856
EMOXEK,OC(=O)c1cc(ccc1c1ccc(cc1C(=O)O)C(=O)O)C(=O)O,Mn,2.13129,1.15823,2.10319
EMUBIZ,OC(=O)c1cncc(c1)C(=O)O,Cu,8.95373,6.68088,8.95197
EMUBOF,OC(=O)c1cncc(c1)C(=O)O,Cu,9.42312,3.92232,9.42077
ENANIS,OC(=O)c1ccc(cc1)n1ncnc1,Cu,4.62642,4.16991,4.58782
ENATUJ,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Ga,5.92592,5.35302,5.92592
ENEZIH,O(CCc1nnn[nH]1)CCc1nnn[nH]1,Cd,3.18746,1.23856,2.02816
ENEZON,O(CCc1nnn[nH]1)CCc1nnn[nH]1,Cd,2.88209,1.34718,2.18712
ENIBAF,O(CCc1nnn[nH]1)CCc1nnn[nH]1,Cd,2.1218,0.97209,1.78124
ENIBEJ,O(CCc1nnn[nH]1)CCc1nnn[nH]1,Cd,2.31253,0.98928,2.30484
ENIBIN,O(CCc1nnn[nH]1)CCc1nnn[nH]1,Cd,2.18863,1.04701,2.17311
ENIHUG,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(nc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Cu,13.83046,4.8645,13.83046
ENIHUG01,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(nc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Cu,13.81129,4.82138,13.8085
ENISOK,OC(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Cd,6.96498,4.54431,6.90701
ENISUQ,OC(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Mn,6.64465,4.33712,6.64465
ENITAX,OC(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Cu,10.08149,6.53131,10.08017
ENITEB,OC(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Cd,8.00608,5.26029,7.97989
ENITIF,OC(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zn,6.03704,4.12873,6.03704
ENITOL,OC(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zn,9.0167,5.78838,9.01452
EPECEJ,OC(=O)c1ccc(c2c1[C@@H]1c3ccccc3[C@H]2c2c1cccc2)C(=O)O,Zn,6.93285,4.38708,6.88241
EPEXUU,OC(=O)c1cc(cc(c1)N1Cc2c(C1=O)cccc2)C(=O)O,Cu,6.54626,1.62784,6.54626
EPEYAB,OC(=O)c1cc(cc(c1)N1Cc2c(C1=O)cccc2)C(=O)O,Cu,6.55688,2.39804,6.55687
EPISOM,OC(=O)c1cc(cc(c1)C(=O)O)c1ccc(cc1)C(c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O)(c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,11.02344,6.23163,9.98294
EPOPEG,n1ncn(c1)n1cnnc1,Cu,5.47224,4.77054,5.47224
EPOTAF,OC(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)O)(COc1ccc(cc1)C(=O)O)COc1ccc(cc1)C(=O)O,Cu,7.63223,6.44121,7.5339
EPUJIJ,OC(=O)CC(=O)O,Pr,2.71503,1.88095,2.71503
EQARIZ,c1ncn(c1)c1ccc(cc1)C(=C(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,Cu,3.39623,1.67735,3.29918
EQERAU,OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Mg,7.37964,5.10134,7.37388
EQOBUH,c1ncc[nH]1,Co,4.60145,2.34462,4.60145
EQOCES,C1=NCC=N1,Co,5.59555,2.45846,5.59518
EQOCOC01,c1ncc[nH]1,Zn,9.50013,5.48498,9.50013
EQOJUR,OC(=O)c1cc(nc(c1)C(=O)O)C(=O)O,Yb,2.81077,1.09169,2.80492
EQUBOI,OC(=O)c1cccc(c1)S(O)(O)O,Eu,4.1609,2.98714,4.15094
EQUBUO,OC(=O)c1cccc(c1)S(O)(O)O,Gd,4.13907,2.98525,4.13706
EQUCUO,C(Cn1cnnn1)CCn1cnnn1,Fe,4.69072,2.03638,4.68748
EQUCUO01,C(Cn1cnnn1)CCn1cnnn1,Fe,4.7018,2.05242,4.7018
EQUCUO02,C(Cn1cnnn1)CCn1cnnn1,Fe,4.70412,2.0557,4.70412
EQUCUO03,C(Cn1cnnn1)CCn1cnnn1,Fe,4.74409,2.10716,4.72478
EQUCUO04,C(Cn1cnnn1)CCn1cnnn1,Fe,4.77826,2.1334,4.77826
EQUCUO05,C(Cn1cnnn1)CCn1cnnn1,Fe,4.81851,2.1782,4.81851
EQUCUO06,C(Cn1cnnn1)CCn1cnnn1,Fe,4.84894,2.214,4.84894
EQUCUO07,C(Cn1cnnn1)CCn1cnnn1,Fe,4.86154,2.22648,4.86154
EQUCUO08,C(Cn1cnnn1)CCn1cnnn1,Fe,4.91353,2.30883,4.91353
EQUCUO09,C(Cn1cnnn1)CCn1cnnn1,Fe,4.67815,2.03781,4.67815
EQUCUO10,C(Cn1cnnn1)CCn1cnnn1,Fe,4.67527,2.03966,4.67527
EQUCUO11,C(Cn1cnnn1)CCn1cnnn1,Fe,4.67244,2.02958,4.65934
EQUCUO12,C(Cn1cnnn1)CCn1cnnn1,Fe,4.66738,2.02626,4.66738
EQUMUA,OC(=O)c1cc(C#Cc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,In,9.37405,6.70838,9.3643
EQUNAH,OC(=O)c1cc(C#Cc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,In,9.45111,7.07662,8.22329
EQUNEL,OC(=O)c1cc(C#Cc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,In,11.53586,5.50153,6.49689
EQUNIP,OC(=O)c1cc(C#Cc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,In,12.19685,4.19211,12.19685
ERALEQ,COc1cc(ccc1c1ccc(cc1OC)C(=O)O)C(=O)O,Zr,10.81702,9.91684,10.81702
ERALIU,O=N(=O)c1cc(ccc1c1ccc(cc1N(=O)=O)C(=O)O)C(=O)O,Zr,13.6906,13.3003,13.6906
ERALOA,Ic1cc(ccc1c1ccc(cc1I)C(=O)O)C(=O)O,Zr,11.20455,10.25947,11.20455
ERALUG,OC(=O)c1ccc(c(c1)C(F)(F)F)c1ccc(cc1C(F)(F)F)C(=O)O,Zr,10.57224,10.17859,10.57224
ERAMAN,OC(=O)c1cc(N(=O)=O)c(c(c1)N(=O)=O)c1c(cc(cc1N(=O)=O)C(=O)O)N(=O)=O,Zr,12.23046,10.74171,12.23046
ERAMER,OC(=O)c1cc(C)c(c(c1)C)c1c(C)cc(cc1C)C(=O)O,Zr,12.83976,11.91501,12.83976
ERANAO,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Zr,12.69192,12.0784,12.69192
ERARUM,OC(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C(=O)O,Zr,21.47313,11.15226,21.47313
EREGOY,OC(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)O)(COc1ccc(cc1)C(=O)O)COc1ccc(cc1)C(=O)O,Cd,7.3163,4.55397,7.31032
ERFORD01,OC=O,Er,2.0337,0.90044,1.92138
ERFORD02,OC=O,Er,1.98841,0.90473,1.89141
ERIQUS,OC(=O)c1ccc(cc1)C(=O)O,Pb,2.10276,0.7318,2.10183
ERIRIG,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zn,11.44938,10.02105,11.211
EROJUS,OC(=O)c1ccc(cc1)Cc1c(C)n[nH]c1C,Cd,3.81851,2.62518,3.57401
EROJUS02,OC(=O)c1ccc(cc1)Cc1c(C)n[nH]c1C,Cd,4.78581,3.30953,4.78581
EROJUS06,OC(=O)c1ccc(cc1)Cc1c(C)n[nH]c1C,Cd,3.90606,2.64294,3.90606
