refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere
ADAVAE,C[C@H](c1ccc(cc1)N(c1ccc(cc1)[C@@H](NNc1ccccn1)C)c1ccc(cc1)[C@@H](NNc1ccccn1)C)NNc1ccccn1,Ag,10.21446,8.80719,10.21446
ADAVEI,C/C(=N\Nc1ccccn1)/c1ccc(cc1)N(c1ccc(cc1)/C(=N/Nc1ccccn1)/C)c1ccc(cc1)/C(=N/Nc1ccccn1)/C,Ag,10.15021,8.70819,10.15021
ADAVIM,CC(=C)N(c1ccc(cc1)/C(=N/Nc1ccccn1)/C)C(=C)C,Ag,10.34557,8.90065,10.34557
ADEGEY,OC(=O)c1ccc2c(c1)c1ccc(cc1c1c2cc(cc1)C(=O)O)C(=O)O,Cd,6.80312,4.92448,6.59725
ADEGIA,OC(=O)c1ccc(cc1)C(=O)O,Gd,2.88073,1.44486,2.87942
ADEGIA01,OC(=O)c1ccc(cc1)C(=O)O,Gd,2.88895,1.25148,2.80568
ADEZUH,OC(=O)Cc1nnn[nH]1,Zn,2.18101,1.09334,2.18101
ADODOO,OC(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)O)(COc1ccc(cc1)C(=O)O)COCC(COc1ccc(cc1)C(=O)O)(COc1ccc(cc1)C(=O)O)COc1ccc(cc1)C(=O)O,Eu,5.94494,5.30695,5.61158
ADODUU,OC(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)O)(COc1ccc(cc1)C(=O)O)COCC(COc1ccc(cc1)C(=O)O)(COc1ccc(cc1)C(=O)O)COc1ccc(cc1)C(=O)O,Tb,5.93079,5.28543,5.58472
ADONEP,OC(=O)c1cncc(c1)C(=O)O,Cu,9.30228,4.89261,8.39094
ADUROI,O=C(c1cncc(c1)C(=O)Nc1ccc(cc1)C(=O)O)Nc1ccc(cc1)C(=O)O,Zn,25.67017,13.8678,25.65463
ADUVAZ,OC(=O)c1[nH]c(c2cc(cc(c2)C(=O)O)C(=O)O)c([nH]c1c1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O,Zn,6.37027,3.32206,6.21661
ADUWIH,OC(=O)c1cccc(c1)OCc1c(COc2cccc(c2)C(=O)O)c(COc2cccc(c2)C(=O)O)c(c(c1COc1cccc(c1)C(=O)O)COc1cccc(c1)C(=O)O)COc1cccc(c1)C(=O)O,Zn,7.62273,5.59735,7.586
AFAFAR,OC(=O)c1cc(NNc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Dy,3.76592,3.07029,3.76592
AFENOQ,OC(=O)c1cc(cc(c1)C(=O)O)Cn1ccnc1C,Co,2.3957,1.04305,2.3957
AFENOQ01,OC(=O)c1cc(cc(c1)C(=O)O)Cn1ccnc1C,Co,2.40011,1.03846,2.38678
AFOJIO,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Gd,1.66787,1.01995,1.62588
AFOTOF,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Eu,6.60057,5.0347,6.59902
AFOTUL,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Sm,6.68393,5.07216,6.1212
AFOVAT,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,La,6.397,4.99848,6.31381
AFOVEX,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Ce,6.68924,5.0823,6.61679
AFOVIB,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Gd,6.59796,4.92425,6.53518
AFOVOH,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Nd,6.65313,4.8196,6.18579
AFOWOK,OC(=O)CN(CCN(Cc1ccc(cc1)C(=O)O)CC(=O)O)CCN(Cc1ccc(cc1)C(=O)O)CC(=O)O,Cd,7.60617,5.6601,7.06175
AFOYAW,n1ncn(c1)c1ccc(cc1)n1cnnc1,Cu,5.94533,4.22739,5.94533
AFOYEB,O[C@H]([C@H](C(=O)O)O)[C@@H]([C@@H](C(=O)O)O)O,Co,5.92566,5.81418,5.92369
AFOYIE,n1ncn(c1)c1ccc(cc1)n1cnnc1,Cu,7.77295,7.17114,7.77147
AFOYOK,n1[nH]cc(c1)c1ccc(cc1)c1c[nH]nc1,Cu,7.70341,5.70909,7.70341
AFUDIR,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Dy,6.0481,3.95219,6.0481
AFUDOX,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Ho,5.66244,3.60459,5.66244
AFUDUD,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Gd,5.96558,3.88578,5.96558
AFUFAL,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Pr,6.11713,4.00178,6.11713
AFUFEP,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Sm,5.64811,3.59574,5.64811
AFUPEX,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Tm,3.06526,0.9884,3.03859
AGAFAS,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)c1cc(cc(c1)C(=O)O)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,6.49748,3.6173,6.49626
AGAYIQ,OC(=O)c1cc(Br)c(cc1Br)C(=O)O,Cu,4.62873,3.56498,4.62873
AGAYOW,OC(=O)c1ccc(c(c1)C(=O)O)Br,Cu,5.27063,4.23444,5.27063
AGEGUR,OC(=O)c1c2ccccc2c(c2c1cccc2)C(=O)O,Tb,4.34475,1.25387,4.34217
AGEHAY,OC(=O)c1ccc(c2c1cccc2)C(=O)O,Tb,2.6222,1.35804,2.62
AGEWUH,OC=O,Mn,4.5118,2.84268,4.5118
AGIREP,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,10.94794,6.84992,7.97997
AGOFEJ,Cc1nn(c(c1c1ccc(cc1)C(=O)O)C)Cn1nc(c(c1C)c1ccc(cc1)C(=O)O)C,Cu,12.30105,8.07675,12.27386
AGOGOU,[nH]1cnnc1,Fe,1.3569,0.81723,1.35063
AGONAM,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Cd,5.63222,4.90729,5.59904
AGONEQ,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Cd,6.16099,5.90611,6.12795
AGULAQ,OC(=O)CN1C=C(O)CC(=C1)C(=O)O,Mn,3.20902,1.59246,3.20792
AGUMAR,OC(=O)c1cc(nc(c1)C(=O)O)C(=O)O,Cu,2.77761,1.51228,2.76762
AGUVOO,n1ncn(c1)n1cnnc1,Cu,5.67981,3.26844,5.66818
AHAJUP,c1ncn(c1)Cn1cncc1,Cd,2.43776,1.33698,2.43776
AHAKEA,Oc1cc(nc(c1)C(=O)O)C(=O)O,Ce,1.97554,0.99077,1.96307
AHALEB,Oc1cc(nc(c1)C(=O)O)C(=O)O,La,1.95358,0.98234,1.9481
AHALEB02,Oc1cc(nc(c1)C(=O)O)C(=O)O,La,1.88312,0.97043,1.87288
AHEBAS,O=C(N1CCC[C@H]1C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,5.52851,3.09493,5.43127
AHEFAU,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Fe,2.6553,1.96759,2.6553
AHEFAU01,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Fe,2.6147,1.92596,2.61073
AHEMEG,OC(=O)c1ccncc1,Cu,2.35225,1.41779,2.35225
AHEMOQ,OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O,Li,1.50584,0.67141,1.2905
AHEQAH,OC(=O)c1ccc(cc1)C#Cc1cc(C#Cc2ccc(cc2)C(=O)O)cc(c1)C#Cc1ccc(cc1)C(=O)O,Ho,9.26829,6.21673,9.2669
AHETAK,OC(=O)c1ccncc1,Co,9.74824,6.48486,9.74824
AHIYOH,OC(=O)c1ccc(c2c1cccc2)C(=O)O,Co,5.55847,4.74922,5.55001
AHIYUN,OC(=O)c1ccc(c2c1cccc2)C(=O)O,Co,5.31447,3.15614,5.30925
AHIZOH,OC(=O)c1cc(N)cc(c1)N,Mn,1.85354,1.13507,1.84986
AHIZUN,OC(=O)c1cc(N)cc(c1)N,Cd,2.11356,1.27021,2.09786
AHOBAB,OC(=O)c1ccc(cc1)N,Mn,1.58627,0.92558,1.58627
AHOKIR,[C]CCP(=O)(O)O,Cu,4.43495,3.47861,4.43419
AHOKOX,OP(=O)(CCCCCP(=O)(O)O)O,Cu,4.49188,3.54288,4.46943
AHONEQ,OC(=O)c1cccc(c1)C(=O)O,Eu,2.76177,1.49883,2.76048
AHONIU,OC(=O)c1cccc(c1)C(=O)O,Sm,2.75654,1.50813,2.75508
AJABIX,CCc1[nH]nc(n1)CC,Cu,7.10028,1.48011,7.10028
AJABIX01,CCc1[nH]nc(n1)CC,Cu,7.3501,1.58663,6.92152
AJABOD,CCc1[nH]nc(n1)CC,Cu,7.18168,1.54402,6.72497
AJAKON,OC(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Cd,5.12194,3.11649,5.12194
AJASUA,OC(=O)c1cccc(c1)P(=O)(O)O,Pb,1.84682,1.15569,1.84682
AJIJEI,Nc1cc(cc(c1)C(=O)O)C(=O)O,Cd,2.29089,1.86473,2.29089
AJIJEI01,Nc1cc(cc(c1)C(=O)O)C(=O)O,Cd,2.44266,1.99293,2.44266
AJIJEI02,Nc1cc(cc(c1)C(=O)O)C(=O)O,Cd,2.34071,2.00407,2.34071
AJIQIU,OC(=O)c1ccc(cc1)NNc1ccc(cc1)C(=O)O,Cd,1.69473,1.13596,1.66659
AKAYIV,O=C(c1ccncc1)Oc1cc(OC(=O)c2ccncc2)cc(c1)OC(=O)c1ccncc1,Cu,9.48255,9.1997,9.47754
AKEGUT,COc1cc(C(=O)O)c(cc1C(=O)O)OC,Zn,2.26139,1.30294,2.26139
AKOBAF,O=C(Nc1cccnc1)Cc1ccc(cc1)CC(=O)Nc1cccnc1,Cd,4.64956,3.80044,4.64793
AKOXIJ,OC(=O)c1ccncc1,Ni,7.14788,4.61354,6.21478
AKUHOD,OC(=O)CC(=O)O,Gd,2.38411,1.18118,2.38411
AKUHOD01,OC(=O)CC(=O)O,Gd,2.5796,1.22633,2.57203
AKUHOD03,OC(=O)CC(=O)O,Gd,2.22798,1.03403,2.22798
ALAMUW,OC(=O)c1cc(cc(c1)C(=O)O)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,11.3145,3.49746,11.31422
ALANAD,OC(=O)c1cc(cc(c1)C(=O)O)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,8.23629,5.32411,8.21237
ALEHUW,O=C(Nc1ccc(cc1)C(=O)O)Nc1cc(NC(=O)Nc2ccc(cc2)C(=O)O)cc(c1)NC(=O)Nc1ccc(cc1)C(=O)O,Zn,17.33203,12.79799,17.28375
ALEJAE,O=C(Nc1ccc(cc1)C(=O)O)Nc1cc(NC(=O)Nc2ccc(cc2)C(=O)O)cc(c1)NC(=O)Nc1ccc(cc1)C(=O)O,In,19.58882,13.70573,19.5778
ALEJEI,O=C(Nc1cc(cc(c1)C(=O)O)C(=O)O)Nc1cc(NC(=O)Nc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)NC(=O)Nc1cc(cc(c1)C(=O)O)C(=O)O,Cu,18.06509,5.30042,15.69451
ALEJIM,O=C(Nc1cc(cc(c1)C(=O)O)C(=O)O)Nc1cc(NC(=O)Nc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)NC(=O)Nc1cc(cc(c1)C(=O)O)C(=O)O,Zn,18.20917,5.38393,11.84134
ALEQIT,OC(=O)c1ccc(cc1)C(=O)O,Tb,2.33632,1.40235,2.31142
ALICEE,[nH]1cnnc1,Cu,8.89228,8.87656,8.89228
ALICII,[nH]1cnnc1,Cu,9.4646,9.44604,9.4646
ALIQUH,OC(=O)C(=O)O,Mn,3.96739,2.24492,3.96739
ALIRAO,OC(=O)C(=O)O,Mn,1.3527,0.61583,1.3527
ALIRAO01,OC(=O)C(=O)O,Mn,1.35759,0.38492,1.10821
ALIXID,OC(=O)c1cc(Cc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Co,4.78838,3.08603,4.77521
ALIXOJ,OC(=O)c1cc(Cc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Ni,4.5568,2.23193,4.54864
ALIXUP,OC(=O)c1cc(Cc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Cu,3.69353,3.37821,3.6846
ALOLIY,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Mn,4.23253,2.35684,4.22411
ALOVEC,OC(=O)c1ccc(cc1)C(=O)O,V,3.17356,1.91917,3.151
ALUJEX,OC(=O)c1ccc(cc1)C(=O)O,La,4.21186,1.415,4.15505
ALUJIB,OC(=O)c1ccc(cc1)C(=O)O,Ce,4.19509,1.36623,4.19487
ALUJOH,OC(=O)c1ccc(cc1)C(=O)O,Nd,4.23007,1.46065,4.09972
ALUJUN,OC(=O)c1ccc(cc1)C(=O)O,Y,2.72505,1.11645,2.54188
ALUKAU,OC(=O)c1ccc(cc1)C(=O)O,Dy,2.77694,1.1742,2.69277
ALUKIC,OC(=O)c1ccc(cc1)/N=N/c1ccc(cc1)C(=O)O,Ce,6.69309,5.0685,6.69309
ALUKOI,OC(=O)c1ccc(cc1)/N=N/c1ccc(cc1)C(=O)O,Sm,6.68104,5.08377,6.68104
ALUKUO,OC(=O)c1ccc(cc1)/N=N/c1ccc(cc1)C(=O)O,Eu,6.6661,5.06973,6.66486
ALULAV,OC(=O)c1ccc(cc1)/N=N/c1ccc(cc1)C(=O)O,Gd,6.65399,5.06505,6.65399
ALULEZ,OC(=O)c1ccc(cc1)/N=N/c1ccc(cc1)C(=O)O,Ce,18.75081,13.38249,18.51252
ALULID,OC(=O)c1ccc(cc1)/N=N/c1ccc(cc1)C(=O)O,Ce,7.81513,5.26932,7.71291
AMAFIE,OC(=O)c1cncnc1,Cd,2.01439,1.31156,2.01291
AMAFOK,OC(=O)c1cncnc1,Cu,6.61413,5.66352,6.61413
AMAFUQ,OC(=O)c1cncnc1,Cu,6.73945,5.81456,6.69035
AMAGAX,OC(=O)c1cncnc1,Cu,6.9357,6.09475,6.93444
AMAJUU,OC(=O)c1ccc(cn1)C(=O)O,Pb,1.80229,0.7508,1.76649
AMALND,OC(=O)CC(=O)O,Nd,2.91841,2.05934,2.91232
AMBZAG10,OC(=O)c1ccc(cc1)N,Ag,2.32181,1.18814,2.31351
AMIKOX,n1ccc(cc1)[C@@H]1[C@@H](c2ccncc2)[C@@H]([C@H]1c1ccncc1)c1ccncc1,Cd,3.47183,2.70035,3.46539
AMIWID,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Eu,3.32731,1.34926,3.32298
AMIWOJ,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Gd,3.40106,1.33617,3.3817
AMIWUP,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Tb,2.74781,1.59923,2.72858
AMIXAW,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Dy,2.75416,1.54727,2.73046
AMIXIE,OC(=O)c1ccc(cc1)C(=O)O,Er,1.95306,0.83842,1.95242
AMIXOK,OC(=O)c1ccc(cc1)C(=O)O,Nd,2.04656,0.8728,2.04656
AMIXUQ,OC(=O)c1ccc(cc1)C(=O)O,Yb,1.94185,0.80815,1.92529
AMIYIG,OC=O,Fe,4.51764,1.94778,4.51764
AMIYOM,OC=O,Co,4.47228,1.85575,4.46624
AMIZAZ,OC=O,Ni,4.35273,1.88028,4.35273
AMIZAZ01,OC=O,Ni,4.36001,1.89286,4.34382
AMIZAZ02,OC=O,Ni,4.37932,1.93256,4.37932
AMIZON,OC=O,Cu,4.35196,2.16454,4.35196
AMIZON01,OC=O,Cu,4.36611,2.19645,4.36611
AMOBEL,OC=O,Zn,4.50747,1.87299,4.48662
AMOBEL01,OC=O,Zn,4.51868,1.88469,4.50899
AMOBEL02,OC=O,Zn,4.47286,1.9558,3.8007
AMODUC,OC(=O)c1ccc(cc1)/C=C/c1ccc(cc1)C(=O)O,Tb,6.87946,5.18216,6.87076
AMOFAK,OC(=O)c1ccc(cc1)/C=C/c1ccc(cc1)C(=O)O,Eu,6.9168,5.54429,6.53545
AMOMUM,OC=O,Fe,4.48601,1.88776,4.47037
AMONAT,OC=O,Fe,4.49937,1.9075,4.49937
AMUCOB,OC(=O)CCCC(=O)O,Ca,4.04145,3.31528,4.04145
AMURUX,OC=O,Mg,4.2686,2.1039,4.2686
AMURUX01,OC=O,Mg,4.33839,2.12858,4.33839
AMURUX02,OC=O,Mg,4.50321,2.0868,4.49477
AMURUX06,OC=O,Mg,4.29345,2.11487,4.29345
AMURUX07,OC=O,Mg,4.31356,2.11951,4.31356
AMURUX08,OC=O,Mg,4.35834,2.13069,4.26734
AMURUX09,OC=O,Mg,4.3827,2.13525,4.3827
AMURUX10,OC=O,Mg,4.50171,2.09369,4.3131
AMURUX11,OC=O,Mg,4.50712,2.10292,4.50642
ANEQAM,O=N(=O)c1cc(ccc1c1ccc(cc1N(=O)=O)C(=O)O)C(=O)O,Cd,2.72899,1.08833,2.65881
ANUGEW,OC(=O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Cu,14.44193,10.20513,14.44193
ANUGIA,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Cu,13.85265,5.24426,13.85265
ANUGOG,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Cu,11.37659,5.65459,11.37658
ANUGUM,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1cc(cc(c1)C(=O)O)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,8.26528,7.02092,8.26449
APACAX,OC(=O)c1cc(c2cc(cc(c2)C(=O)O)C(=O)O)c(cc1C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,5.66158,4.08027,5.65626
APAYIB,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Eu,5.82803,4.21212,5.82803
APAYOH,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Tb,5.99371,4.14872,5.99371
APAYUN,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,La,5.97076,4.10555,5.96499
APAZAU,OC(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Eu,6.57194,4.44244,6.55023
APAZEY,OC(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Tb,6.61049,4.46802,6.61008
APAZIC,OC(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,La,7.1095,4.73443,7.1095
APAZOI,OC(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,La,4.80201,4.01752,4.80201
APETAS,OC(=O)COc1cc(cc(c1)C(=O)O)C(=O)O,Cd,2.97741,1.23174,2.97741
APOGOD,OC=O,Fe,3.94813,1.94117,3.94813
APUPEH,OC(=O)c1cc(O)c(c(c1)O)c1c(O)cc(cc1O)C(=O)O,Cu,20.13909,14.64242,20.13909
APUVIS,CC(C[C@@H](C(=O)O)NCc1ccncc1)C,Zn,8.51054,8.28053,8.51054
AQAJEI,OC(=O)c1ccc(cc1)n1cnnc1,Zn,6.90366,2.45763,6.89498
AQAJIM,OC(=O)c1cc(cc(c1)S(O)(O)O)C(=O)O,Ba,2.23026,1.51023,2.23026
