Refcode;Metal;Density (kg/m3);ASA (m2/g);NASA (m2/g);linker SMILES;Largest Cavity Diameter;Pore Limiting Diameter;Largest Free Sphere
ARINUL;Cu;1.12547;306.402;0.0;C[C@@H](c1ccncc1)N/N=C(/c1ccncc1)\C;4.75635;3.91994;4.73683
AROFAP;Cd;1.22032;497.878;210.848;OC(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)O)(COc1ccc(cc1)C(=O)O)COc1ccc(cc1)C(=O)O;6.18805;4.30968;6.18805
AROFET;Cd;0.893005;2103.35;0.0;OC(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)O)(COc1ccc(cc1)C(=O)O)COc1ccc(cc1)C(=O)O;8.11624;5.15676;7.68943
AROVAE;La;2.05483;0.0;0.0;OC(=O)CCCC(=O)O;2.77311;1.25395;2.76255
ARUJED;Mn;1.28631;0.0;52.2094;OC(=O)[C@@H]1C=CN(C=C1)CCCN1C=C[C@H](C=C1)C(=O)O;4.17005;2.86333;4.17005
ASACAZ;Mn;2.03711;0.0;0.0;OC(=O)c1c(ccc(c1C(=O)O)C(=O)O)C(=O)O;2.54745;0.84822;1.10096
ASACIH;0;2.34648;0.0;0.0;OC(=O)c1c(ccc(c1C(=O)O)C(=O)O)C(=O)O;2.49434;0.99706;2.46777
ASACON;Zn;1.7783;458.59;0.0;OC(=O)c1c(ccc(c1C(=O)O)C(=O)O)C(=O)O;4.06748;1.25508;4.06349
ASALEL;Zn;1.83212;0.0;0.0;OC(=O)/C=C/c1cccnc1;1.85644;1.15755;1.78178
ASEJIT;Cd;2.2873;0.0;0.0;OC(=O)c1cc(cc(c1)c1nnn[nH]1)C(=O)O;2.96882;2.16389;2.96712
ASEJOZ;Cd;2.07319;0.0;0.0;OC(=O)c1cc(cc(c1)c1nnn[nH]1)C(=O)O;3.07674;2.3065;3.05634
ASEJOZ01;Cd;2.06386;0.0;0.0;OC(=O)c1cc(cc(c1)c1nnn[nH]1)C(=O)O;3.07034;2.57715;3.07034
ASIRUR;Mn;1.86945;0.0;0.0;OC(=O)c1cc(c2cccc(c2)C(=O)O)c(cc1c1cccc(c1)C(=O)O)C(=O)O;1.8483;1.15843;1.82981
ASOVEL;Ca;1.34568;0.0;0.0;OC(=O)c1ccc(cc1)/C(=C\C=C(/c1ccc(cc1)C(=O)O)\c1ccccc1)/c1ccccc1;2.20753;1.18582;2.13914
ASUBIB;Eu;1.77825;0.0;133.003;OC(=O)c1cc(NNc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;4.67166;2.55786;4.67166
ASUKEE;Cu;1.18884;0.0;177.303;n1ccc(cc1)c1ccncc1;4.78914;3.45844;4.64139
ASUKEE01;Cu;1.18597;0.0;194.326;n1ccc(cc1)c1ccncc1;4.79531;3.45398;4.62079
ASUQIO03;Cu;2.03902;0.0;0.0;Cc1[nH]nc(n1)C;1.98678;1.32868;1.98388
ASUQIO04;Cu;1.97726;0.0;0.0;Cc1[nH]nc(n1)C;1.96902;1.50656;1.96352
ATEYED;Co;0.502814;6250.43;0.0;c1ncn(c1)Cc1ccc(cc1)Cn1cncc1;6.90156;5.36157;6.83558
ATEYED;Co;0.502814;6250.43;0.0;c1ncn(c1)Cc1ccc(cc1)Cn1cncc1;6.90156;5.36157;6.83558
ATEYOP;Gd;0.774953;2844.66;0.0;OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;8.73097;7.03422;8.07067
ATEYUV;Ho;0.805074;2712.13;0.0;OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;8.6334;7.29572;8.00143
ATEZAC;Er;0.708714;3095.34;0.0;OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;9.84289;7.74023;9.83708
ATIBAG;Mn;1.64828;330.697;0.0;OC=O;4.87542;3.8862;4.87542
ATIBOU;Mn;1.66268;318.206;0.0;OC=O;4.73785;3.95216;4.73724
ATIBOU01;Mn;1.59271;429.072;0.0;OC=O;5.12425;4.02564;5.1081
ATIBOU02;Mn;1.58929;433.613;0.0;OC=O;5.13844;4.03284;5.13064
ATIBUA;Mn;1.6758;288.625;0.0;OC=O;4.9219;3.79511;4.91181
ATICAH;Mn;1.59515;405.032;0.0;OC=O;5.23844;3.9755;5.22515
ATICEL;Mn;1.60993;391.038;0.0;OC=O;4.92685;3.92515;4.92685
ATIJOC;La;2.08249;0.0;0.0;OC(=O)c1ccc(cc1)C(=O)O;2.43591;1.57416;2.43591
ATIJUI;Pr;2.12321;0.0;0.0;OC(=O)c1ccc(cc1)C(=O)O;2.42116;1.52432;2.42116
ATIKAP;Gd;2.29722;0.0;0.0;OC(=O)c1ccc(cc1)C(=O)O;2.27471;1.13195;2.26873
ATIKET;Dy;2.29919;0.0;0.0;OC(=O)c1ccc(cc1)C(=O)O;2.27825;1.14904;2.26396
ATIKIX;Y;1.93797;0.0;0.0;OC(=O)c1ccc(cc1)C(=O)O;2.28779;1.13671;2.2837
ATIXUX;Cd;1.55048;388.57;0.0;O=C(c1ccc(c(c1)C(=O)O)C(=O)O)c1ccc(c(c1)C(=O)O)C(=O)O;4.75984;4.08689;4.75984
ATOTIM;V;0.861632;1505.72;0.0;OC(=O)c1ccc(cc1)C(=O)O;13.96867;13.69556;13.96446
ATURIS;In;0.556224;4324.89;0.0;OC(=O)c1cc(cc(c1)C(=O)O)c1cc(nc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;9.42302;7.17951;9.42302
ATUXEU;Eu;2.12389;0.0;0.0;OC(=O)c1cc(ccc1C(=O)O)Oc1cc(cc(c1)C(=O)O)C(=O)O;2.83716;0.86255;2.83716
AVAGIP;Ag;1.46647;178.054;0.0;c1ccc(nc1)n1c(nnc1c1ccncc1)c1ccncc1;4.75937;4.57835;4.75828
AVAGUB;Ag;1.70828;0.0;0.0;c1ccc(nc1)n1c(nnc1c1ccncc1)c1ccncc1;3.29794;1.1693;3.28685
AVAJUE02;;0.172604;6190.28;0.0;OC(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)C(=O)O;32.71818;19.53793;32.71818
AVAKAL02;;0.218141;6239.52;0.0;OC(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)C(=O)O;26.26738;11.88546;26.26738
AVAKEP02;Cu;0.255802;5910.8;0.0;OC(=O)c1ccc(cc1)c1cc2c3c(c1)C(C)(C)c1c4N3c3c(C2(C)C)cc(cc3C(c4cc(c1)c1ccc(cc1)C(=O)O)(C)C)c1ccc(cc1)C(=O)O;25.17564;11.67234;25.17564
AVAQAP;Nd;2.15986;0.0;0.0;OC(=O)c1ccc(cc1)C(=O)O;2.40942;1.50209;2.40942
AVAQET;Sm;2.2258;0.0;0.0;OC(=O)c1ccc(cc1)C(=O)O;2.28438;1.15155;2.2142
AVAQIX;Cd;1.39505;0.0;350.152;OC(=O)c1ccncc1;5.44587;2.26348;5.42418
AVAQIX01;Cd;1.3731;0.0;321.714;OC(=O)c1ccncc1;5.36267;2.11259;5.35204
AVELOD;Cu;0.918014;1606.25;0.0;n1ccc(cc1)/C=C/c1ccncc1;8.08398;4.97701;7.65673
AVEQID;0;0.884835;2106.88;0.0;Nc1c(cc(cc1c1cc(cc(c1)C(=O)O)C(=O)O)c1cc(c2cc(cc(c2)C(=O)O)C(=O)O)c(c(c1)c1cc(cc(c1)C(=O)O)C(=O)O)N)c1cc(cc(c1)C(=O)O)C(=O)O;7.54994;5.55933;7.53777
AVEROJ;Cd;1.97632;732.532;0.0;[nH]1cnnc1;7.0096;6.80884;7.0096
AVESEA;Cd;2.44913;0.0;1.12404;[nH]1cnnc1;3.88823;1.99057;2.9193
AVESOL;Zn;0.984386;1767.32;0.0;OC(=O)c1cc(cc(c1)c1cc(cc(c1)C(=O)O)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O;5.80057;4.27913;5.77246
AVIHIY;Ho;1.69974;665.116;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;6.02076;5.53553;6.00599
AVIHOE;Tm;1.75133;558.29;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;5.97132;5.49555;5.97132
AVILAT;Mn;1.41614;0.0;418.921;OC(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)O;5.69489;1.64036;5.68637
AVIMOI;Zn;1.29217;525.07;0.0;OC(=O)c1cc(OCc2ccc(cc2)c2ccc(cc2)COc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;5.19672;4.33097;5.1957
AVIMUO;Mn;1.30991;0.0;267.323;OC(=O)c1cc(OCc2ccc(cc2)c2ccc(cc2)COc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;4.68573;3.63515;4.68573
AVIPOL;Mg;1.16504;0.0;525.544;OC(=O)c1cncc(c1)C(=O)O;6.11686;2.03323;6.1064
AVIVAC;Ag;0.73653;1993.79;77.3087;n1ccc(cc1)c1sc(c(c1c1ccncc1)c1ccncc1)c1ccncc1;11.84006;7.39815;11.84006
AVIVOQ;Ag;0.709142;2179.03;124.606;n1ccc(cc1)c1sc(c(c1c1ccncc1)c1ccncc1)c1ccncc1;11.94166;7.13511;11.94166
AVOFUM;Ag;3.29266;0.0;0.0;OC(=O)c1ccc(cc1)C(=O)O;1.32025;0.72471;1.32025
AVOGAT;Ag;3.91013;0.0;0.0;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;1.81504;0.96313;1.76612
AVOGAT01;Ag;3.9427;0.0;0.0;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;1.7841;0.97791;1.76335
AVOGEX;Ag;3.54355;0.0;0.0;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;2.01019;1.09904;2.00513
AVUCEA;Co;1.04668;0.0;1030.09;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;6.42752;3.7088;6.42391
AWEJIW;Cd;1.27522;757.865;0.0;OC(=O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;10.61392;10.27473;10.61392
AWELAP;K;2.09774;0.0;0.0;O=N(=O)[C@H]1C=C(N(=O)=O)C(=O)[C@@H](C1=O)N(=O)=O;1.27323;0.51813;1.27323
AWEWUV;Cu;1.56633;0.0;0.0;OC(=O)c1cc(cc(c1)C(=O)O)N1C(=O)c2c(C1=O)cccc2;3.60333;2.06758;3.60332
AWIBEO;Cu;1.56801;0.0;107.735;Nc1ccc(cc1)c1[nH]nc(n1)c1ccc(cc1)N;5.87793;3.52185;5.87695
AWIBIS;Cu;1.56101;0.0;115.146;Nc1ccc(cc1)c1[nH]nc(n1)c1ccc(cc1)N;5.87895;3.53481;5.87671
AWOFOI;Ce;1.87443;0.0;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;2.63931;0.91862;2.63931
AWOJOM;Cs;2.27157;0.0;0.0;OC(=O)c1ccc(cc1N)N(=O)=O;1.73291;0.90648;1.58911
AXINAX01;Co;0.455305;3666.52;0.0;OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;17.39442;12.31705;17.38994
AXINIF;Co;0.764086;2345.64;0.0;OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;9.61893;8.65143;9.60699
AXOCEW;Zn;1.60746;0.0;62.799;OC(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)O;4.94075;2.81313;4.89555
AXOVAL;Ba;2.23225;0.0;0.0;O=C1c2cc(ccc2c2c1cc(cc2)C(=O)O)C(=O)O;1.84789;0.87568;1.54725
AXOVIT;Mn;1.77011;0.0;0.0;O=C1c2cc(ccc2c2c1cc(cc2)C(=O)O)C(=O)O;1.93064;1.43427;1.92083
AXUKUB;Cd;1.66827;1137.98;0.0;Sc1cc(cc(c1)C(=O)O)C(=O)O;11.74827;7.33698;11.05331
AXULAI;Cd;0.899872;1883.64;0.0;Sc1cc(cc(c1)C(=O)O)C(=O)O;12.50781;11.51164;12.50781
AXULEM;Cd;0.934439;1754.92;0.0;Sc1cc(cc(c1)C(=O)O)C(=O)O;12.20276;11.17828;12.20276
AXUVEW;;2.51867;0.0;0.0;n1cnn(c1)c1ccc(cc1)c1[nH]nnn1;2.21906;1.24083;2.21906
AYABEH;Nd;2.21756;0.0;0.0;OC(=O)c1cccc(n1)C(=O)O;3.52648;1.2251;1.79997
AYONOT;Cu;1.66201;0.0;1.08833;OC=O;3.85407;2.02306;3.68634
AYOQEM;Cu;0.913896;1923.28;1.06831;OC(=O)/C=C\c1cc(/C=C/C(=O)O)cc(c1)/C=C/C(=O)O;9.93932;5.10641;8.74908
AYUFIL;Ag;2.48767;0.0;0.0;OC(=O)c1c(C(=O)O)c(C(=O)O)c(c(c1C(=O)O)C(=O)O)C(=O)O;3.7173;1.91322;3.71718
AZAVUU;Cu;1.47094;0.0;0.0;OC(=O)c1ccc(cc1)c1c(c2ccc(cc2)C(=O)O)c(c2ccc(cc2)C(=O)O)c(c(c1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;3.18246;1.86598;2.79114
AZAYAD;Li;1.68292;0.0;0.0;OC(=O)c1cc(NNc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;1.78289;1.05048;1.78054
AZIMIH;0;1.52761;0.0;235.721;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;4.50158;3.25724;4.48514
AZIVAI;;0.747474;3468.6;0.0;n1ccc(cc1)/C/1=C\2/C=CC(=N2)/C(=c/2\cc/c(=C(\C3=N/C(=C(\c4[nH]c1cc4)/c1ccncc1)/C=C3)/c1ccncc1)/[nH]2)/c1ccncc1;7.07721;4.91566;7.07245
AZIXUD;Zn;1.42566;0.0;76.7535;OC(=O)c1cc(OCOc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;4.24418;2.12782;4.20404
AZIYIR;Nd;2.24261;0.0;0.0;OC(=O)CCCCC(=O)O;1.67986;1.03753;1.67986
AZIYOX;Nd;2.08151;0.0;0.0;OC(=O)CCCCC(=O)O;2.58206;1.02381;2.58206
AZIYOX01;Nd;2.06512;0.0;0.0;OC(=O)CCCCC(=O)O;2.67195;1.00088;2.67195
AZUCED;Mn;1.75885;0.0;0.0;OC(=O)c1ccccc1SSc1ccccc1C(=O)O;2.28896;1.24554;2.22604
BADHIA;Sc;1.23442;0.0;17.1713;OC(=O)c1ccc(cc1)C(=O)O;4.01973;3.00401;3.79822
BADHOG;Sc;1.24012;0.0;17.2495;OC(=O)c1ccc(cc1)C(=O)O;4.02045;2.99403;3.75019
BADHUM;Sc;1.24704;0.0;17.3847;OC(=O)c1ccc(cc1)C(=O)O;4.02685;2.97037;3.88239
BADHUM01;Sc;1.3573;0.0;0.0;OC(=O)c1ccc(cc1)C(=O)O;3.74769;2.58193;3.73653
BADJAU;Sc;1.2661;0.0;9.34048;OC(=O)c1ccc(cc1)C(=O)O;4.09763;2.99488;3.84584
BADZAK;Zn;0.961266;1890.74;0.0;OC(=O)c1ccc(cc1)C(=O)O;7.13491;5.24025;7.05818
BAEDTA01;Ba;2.27963;0.0;29.9654;OC(=O)CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O;5.09667;1.98417;5.09667
BAFQOQ;La;2.35775;0.0;0.0;OC(=O)c1cc2[nH]cnc2cc1C(=O)O;2.05465;0.86299;2.05465
BAHGUN;Cu;1.49376;0.0;75.2713;OC(=O)c1ccncc1;4.28161;3.26617;4.24595
BAHGUN01;Cu;1.51115;0.0;55.844;OC(=O)c1ccncc1;4.22538;3.22413;4.20463
BAHGUN02;Cu;1.52235;0.0;52.0705;OC(=O)c1ccncc1;4.21378;3.2078;3.99831
BAHGUN03;Cu;1.50254;0.0;69.1273;OC(=O)c1ccncc1;4.25731;3.27008;4.218
BAHGUN04;Cu;1.48559;0.0;74.3588;OC(=O)c1ccncc1;4.26697;3.29868;4.23585
BAHOXH13;Ba;2.71229;0.0;0.0;OC(=O)C(=O)O;1.53034;0.66236;1.52257
BAKGEB;Co;1.73531;0.0;0.0;n1nnc([nH]1)c1ccc(cc1)c1ccc(cc1)c1n[nH]nn1;2.62025;1.43008;2.62025
BAKJEE;Co;1.03088;1354.32;11.2172;OC(=O)c1cc(cc(c1)c1ccncc1)C(=O)O;6.3406;4.9542;6.31845
BAKJII;Co;0.959339;1686.22;0.0;OC(=O)c1cc(cc(c1)c1ccncc1)C(=O)O;6.19215;5.21845;6.19129
BALLOP;Cu;1.66083;0.0;0.0;N#CC(c1ccc(cc1)C(C#N)C#N)C#N;2.17099;1.23509;2.1617
BALMUW;Ba;3.52406;0.0;0.0;OC(=O)C(=O)O;1.546;0.85904;1.546
BAOXAL;Ba;3.09108;0.0;0.0;OC(=O)C(=O)O;1.57995;0.67146;1.57995
BAOXAL03;Ba;3.091;0.0;0.0;OC(=O)C(=O)O;1.63616;0.66169;1.63616
BAQMOW;Mn;2.28903;0.0;63.6602;O=C1C(=O)C(=O)C1=O;5.10365;0.92079;5.10365
BAQXOG;Mn;2.96986;0.0;0.0;O=C1C(=O)C(=O)C1=O;1.26151;0.56003;1.25236
BAQXOG01;Mn;2.97051;0.0;0.0;O=C1C(=O)C(=O)C1=O;1.25905;0.56081;1.23344
BAQXOG02;Mn;2.9692;0.0;0.0;O=C1C(=O)C(=O)C1=O;1.26112;0.5617;1.23436
BASHAF;Mn;0.600027;4596.12;0.0;N#CNC#N;7.27498;4.28782;7.27364
BASHEJ;Co;0.629806;4262.43;0.0;N#CNC#N;7.22594;4.25266;7.22552
BASHIN;Mn;0.748133;0.0;1641.3;N#CNC#N;5.75837;3.53575;5.32888
BASJUB;Co;1.03022;1188.84;0.0;O=C(c1ccncc1)OCC(COC(=O)c1ccncc1)(COC(=O)c1ccncc1)COC(=O)c1ccncc1;5.47244;4.59142;5.46868
BAVYEF;Cd;2.14398;0.0;0.0;OC(=O)c1ccc(cc1c1cccc(c1)C(=O)O)C(=O)O;2.40883;1.04926;2.40883
BAXFIR;Fe;1.22883;0.0;162.974;n1ncn(c1)NNn1cnnc1;4.18096;3.48207;4.18096
BAXFIR02;Fe;1.31623;0.0;65.4149;n1ncn(c1)NNn1cnnc1;4.03285;3.42273;4.0125
BAXFUD;Fe;1.24657;0.0;138.236;n1ncn(c1)NNn1cnnc1;4.14435;3.36776;4.138
BAXGAK;Fe;1.30644;0.0;82.3805;n1ncn(c1)NNn1cnnc1;4.01414;3.50024;4.01414
BAYQAU;Cd;2.10465;0.0;0.0;c1ncc[nH]1;2.04537;1.2535;1.65294
BAYQAU01;Cd;2.10032;0.0;0.0;c1ncc[nH]1;2.02763;1.21794;1.80027
BAYQAU04;Cd;2.07492;0.0;0.0;C1=NCC=N1;2.12592;1.23787;2.12194
BAYQAU07;Cd;2.14018;0.0;0.0;C1=NCC=N1;1.86762;1.23251;1.82161
BAYQAU08;;2.13113;0.0;0.0;C1=NCC=N1;1.90539;1.23113;1.85655
BAYQAU09;Cd;2.12144;0.0;0.0;C1=NCC=N1;1.93897;1.22978;1.83696
BAZBOW;Fe;1.16301;533.486;420.028;OC(=O)c1cc(/N=N/c2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;10.15923;5.0781;6.32513
BAZFUF;Cu;0.36318;5467.03;0.0;OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;20.24597;7.8807;20.24597
BAZFUF01;Cu;0.365326;5443.83;0.0;OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;20.15207;7.86334;20.15207
BAZGAM;;0.133551;6518.89;0.0;OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)C(=O)O;37.827;24.24606;33.62162
BAZJET;Mn;0.786539;2019.52;0.0;[nH]1nnc(n1)c1ccc2c(c1)ccc(c2)c1[nH]nnn1;12.37206;12.02516;12.37206
BAZVIK;Ba;2.48586;0.0;0.0;OP(=O)(c1cc(cc(c1)P(=O)(O)O)P(=O)(O)O)O;1.79116;1.04709;1.78118
BECDAP;K;1.9411;0.0;0.0;O=N(=O)[C@H]1C=C(N(=O)=O)C(=O)C(=C1O)N(=O)=O;1.41237;0.7605;1.31274
BECRUX;Zn;1.61028;0.0;0.0;OP(=O)(CCCCP(=O)(O)O)O;2.8792;2.08661;2.8792
BECRUX01;Zn;1.62576;0.0;0.0;OP(=O)(CCCCP(=O)(O)O)O;2.64764;1.97326;2.64693
BECRUX02;Zn;1.61086;0.0;0.0;OP(=O)(CCCCP(=O)(O)O)O;2.71142;2.0382;2.71142
BECRUX03;Zn;1.81763;0.0;0.0;OP(=O)(CCCCP(=O)(O)O)O;2.31324;1.56067;2.11738
BECRUX04;Zn;1.92596;0.0;0.0;OP(=O)(CCCCP(=O)(O)O)O;2.1336;1.5043;2.12871
BECRUX05;Zn;2.1195;0.0;0.0;OP(=O)(CCCCP(=O)(O)O)O;2.13075;1.36148;2.13075
BECRUX06;Zn;2.19719;0.0;0.0;OP(=O)(CCCCP(=O)(O)O)O;2.11745;1.29922;2.11745
BEDJOL;Ba;2.05331;0.0;0.0;OC(=O)c1ccc(cc1)COc1cc(cc(c1)C(=O)O)C(=O)O;2.19405;1.55231;1.91678
BEDPAE;Co;1.26709;0.0;516.207;Nc1nccc(c1)C(=O)O;6.36985;3.27907;6.36985
BEDQUZ;Cd;1.68901;0.0;0.0;OC(=O)c1cc(cc(c1)c1ccc(cc1)c1ccn[nH]1)C(=O)O;3.09563;2.06265;3.087
BEDREK;Mn;1.46156;0.0;0.0;OC(=O)c1cc(cc(c1)c1ccc(cc1)c1n[nH]cc1)C(=O)O;3.68718;1.34497;3.68718
BELQAN;Mn;1.43977;0.0;33.3047;O=C(c1ccc(cc1)c1cccnc1)Nc1cc(cc(c1)C(=O)O)C(=O)O;4.21493;2.18447;4.20702
BELTUJ;Co;1.20516;0.0;566.618;OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;5.58677;3.40316;5.55722
BELVAR;Mn;1.17214;768.81;0.0;OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;5.95062;4.11209;5.93837
BELYIC;Mg;1.39682;0.0;0.0;CC(=O)O;2.04954;1.16884;2.04954
BENBIH;Cd;2.68146;0.0;0.0;OC(=O)c1ccc(cc1)c1ccc(nc1)C(=O)O;1.72981;0.98251;1.56375
BENXOJ;Zn;1.44846;0.0;75.2959;C[C@H](c1[nH]c2c(n1)cc(cc2)C(=O)O)O;4.10039;3.48058;4.10039
BEPLUF;Zn;1.04465;953.227;0.0;C[C@@H](C(=O)O)NCc1ccncc1;9.83528;9.74472;9.83528
BEPMAM;Zn;1.05853;918.43;0.0;C[C@@H](C(=O)O)NCc1ccncc1;9.64975;9.56872;9.6441
BEPMEQ;Zn;1.01267;1069.7;0.0;C[C@@H](C(=O)O)NCc1ccncc1;10.20776;10.09526;10.20776
BEPMIU;Zn;1.02149;1032.14;0.0;C[C@@H](C(=O)O)NCc1ccncc1;10.03669;9.94015;10.03669
BEPNER;Zn;1.18822;0.0;0.0;CC([C@@H](C(=O)O)NCc1ccncc1)C;3.72227;2.61847;3.71687
BEPNIV;Zn;1.11364;704.746;0.0;C[C@@H](C(=O)O)NCc1ccncc1;8.14408;8.04135;8.14086
BEPNOB;Zn;1.05853;905.046;0.0;C[C@@H](C(=O)O)NCc1ccncc1;9.65894;9.55127;9.65894
BEPNOC;Sr;2.23245;0.0;0.0;OC(=O)c1ccc(c(c1)S(O)(O)O)C(=O)O;2.05056;1.05933;1.7048
BEPNUH;Zn;1.16569;889.205;0.0;C[C@@H](C(=O)O)NCc1ccncc1;10.31257;10.20612;10.31257
BEPPAP;Zn;1.03173;1036.4;0.0;C[C@@H](C(=O)O)NCc1ccncc1;9.89385;9.77943;9.89385
BEPPIX;Zn;1.20493;634.785;0.0;CC([C@@H](C(=O)O)NCc1ccncc1)C;7.71852;7.60093;7.71852
BEPPIY;Eu;3.75843;0.0;0.0;OC(=O)C(=O)O;1.31365;0.76927;1.31365
BEPPOD;Zn;1.12352;793.931;0.0;CC([C@@H](C(=O)O)NCc1ccncc1)C;9.61884;9.49812;9.61884
BEPYIG;Cu;1.44288;521.758;0.0;OC(=O)c1cc(OCc2ccc(cc2)C(=O)O)cc(c1)OCc1ccc(cc1)C(=O)O;7.55271;7.20236;7.55271
BEQHUD;Zn;1.03574;1189.99;0.0;O=Cc1cc(ccc1c1ccncc1)C(=O)O;6.96122;6.40077;6.96122
BEQJAL;Ni;1.04678;1188.39;0.0;O=Cc1cc(ccc1c1ccncc1)C(=O)O;6.73736;6.27967;6.73736
BEQKAM;Zn;1.37295;0.0;952.889;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;11.58722;3.81007;11.58722
BERROH;Mn;1.60978;0.0;0.0;CCC(=O)Nc1nnn[nH]1;2.34177;1.32705;2.07896
BERSOI;Cd;1.94005;0.0;0.0;CC(=O)Nc1nnn[nH]1;2.40462;1.47968;2.40127
BETDEL;Dy;1.39202;400.992;0.0;OC(=O)c1ccc(cc1)/C=N/c1cc(cc(c1)C(=O)O)C(=O)O;5.3727;3.95661;5.3727
BETDIP;Tb;1.40987;0.0;210.312;OC(=O)c1ccc(cc1)CNc1cc(cc(c1)C(=O)O)C(=O)O;4.66737;3.57463;4.66737
BETDUB;Eu;1.39949;0.0;118.825;OC(=O)c1ccc(cc1)/C=N/c1cc(cc(c1)C(=O)O)C(=O)O;4.39143;3.35894;4.39143
BETFUD;Ce;1.408;0.0;195.288;OC(=O)c1ccc(cc1)/C=N/c1cc(cc(c1)C(=O)O)C(=O)O;4.64059;2.58163;4.50346
BETGAK;La;1.40704;0.0;200.376;OC(=O)c1ccc(cc1)/C=N/c1cc(cc(c1)C(=O)O)C(=O)O;4.62294;2.6403;4.61505
BETHIT;Cd;0.921046;1262.45;464.062;n1nnc([nH]1)c1cc(cc(c1)c1n[nH]nn1)c1nnn[nH]1;16.17666;6.23626;16.17666
BETRUQ;Mn;1.7279;0.0;0.0;OC(=O)c1cc(cc(c1)c1cccnc1)C(=O)O;2.09444;0.99104;2.07911
BETZOR;Mn;1.1446;886.185;0.0;OC(=O)c1cccc(c1)P(=O)(c1cccc(c1)C(=O)O)c1cccc(c1)C(=O)O;7.74216;4.71887;7.62695
BEVSUR;Y;2.38355;0.0;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;1.88848;1.16807;1.88848
BEWSOO;Mn;1.1197;806.623;0.0;O=C1c2ccc(cc2C(=O)c2c1cc(cc2)C(=O)O)C(=O)O;6.47158;5.39478;6.47158
BEXQOL;Co;0.704721;2985.52;0.0;N#CNC#N;8.04915;5.31359;8.04915
BEXRAY;Mn;0.644482;3513.42;0.0;N#CNC#N;8.11263;5.64009;8.11263
