refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere
FANWIC,OC(=O)c1ccc(cc1)n1c(C)nnc1c1cccc(c1)c1nnc(n1c1ccc(cc1)C(=O)O)C,Zn,9.50279,8.16581,9.49859
FAPXEC,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,V,7.23632,7.07943,7.22227
FAPXIG,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,V,7.25167,7.08724,7.25167
FAPXOM,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,V,7.22561,7.07957,7.22148
FAPYEA,N#CNc1cc(C)c(cc1C)NC#N,Cu,2.51121,2.44931,2.51121
FAPYEA04,N#CNc1cc(C)c(cc1C)NC#N,Cu,2.48981,2.41614,2.48981
FAPYEA08,N#CNc1cc(C)c(cc1C)NC#N,Cu,2.43987,2.35686,2.43987
FAPYEA09,N#CNc1cc(C)c(cc1C)NC#N,Cu,2.4422,2.37955,2.4422
FAPYEA21,N#CNc1cc(C)c(cc1C)NC#N,Cu,2.38745,2.30557,2.38745
FAPYOM,OC(=O)c1ccc(cc1)c1cccnc1,Zn,1.67829,1.04593,1.63067
FAQLER01,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,V,7.31228,7.08878,7.31228
FAQLIV,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,V,7.11741,6.9896,7.11741
FAQLUH,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,V,7.25665,7.09719,7.24714
FAQYUR,OC(=O)CCCC(=O)O,Nd,4.2818,3.37182,4.24472
FARBOS,OC(=O)c1cc(cc(c1)C(=O)O)P(=O)(c1cc(cc(c1)C(=O)O)C(=O)O)O,Zn,5.9269,5.62001,5.9269
FASGAK,OS(c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\cc/c(=C(\C3=N/C(=C(\c4[nH]c1cc4)/c1ccc(cc1)S(O)(O)O)/C=C3)/c1ccc(cc1)S(O)(O)O)/[nH]2)/c1ccc(cc1)S(O)(O)O)(O)O,Eu,4.97958,3.34492,4.97958
FASQUN,OC(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)O,Zn,5.10364,3.05104,5.06991
FASVIH,OC(=O)c1ccc(c(c1)C(=O)O)O,Cu,4.05586,2.48852,4.03292
FAVNAU,OC(=O)c1cncc(c1)P(=O)(O)O,Cd,2.31639,0.80565,2.30943
FAWCEN,[C]c1ncc[nH]1,Zn,11.3309,3.25751,11.3309
FAWCEN01,[C]c1ncc[nH]1,Zn,11.34999,3.33326,11.34999
FAWCEN02,[C]c1ncc[nH]1,Zn,11.4106,3.44213,11.4106
FAWCEN03,[C]c1ncc[nH]1,Zn,11.38848,3.43575,11.38848
FAWCEN04,[C]c1ncc[nH]1,Zn,11.35279,3.28496,11.35279
FAXDIU,OC(=O)COc1cc(ccc1OCC(=O)O)C(=O)O,Eu,3.3447,1.23069,3.3447
FAYKIB,OC(=O)c1cc(OCc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,In,8.4082,6.7106,8.3954
FAYKOH,OC(=O)c1cc(OCC(COc2cc(cc(c2)C(=O)O)C(=O)O)(COc2cc(cc(c2)C(=O)O)C(=O)O)COc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,In,9.03113,5.95571,9.03113
FAZPED,OC(=O)c1cccnc1,Co,7.63583,5.99328,7.63583
FAZPIH,OC(=O)c1cccnc1,Co,2.23416,1.1645,2.13596
FAZYOV,OC(=O)c1cccc(c1)c1cccc(c1)C(=O)O,Cd,1.80891,1.18582,1.7914
FEBQIO,OC(=O)c1ccc(cc1)c1nnn[nH]1,Mn,9.30309,6.68188,9.30309
FECWOB,OC(=O)c1ccc(cc1)c1nnn[nH]1,Zn,4.23241,3.09319,4.23241
FECWOB01,OC(=O)c1ccc(cc1)c1nnn[nH]1,Zn,4.17085,3.04516,4.16284
FECXAO,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,La,5.79143,4.59352,5.79024
FECXES,OC(=O)c1cc(OCC(COc2cc(cc(c2)C(=O)O)C(=O)O)(COc2cc(cc(c2)C(=O)O)C(=O)O)COc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Cu,8.51243,5.15983,8.50017
FECXUI,OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O,Zn,10.1127,5.67951,10.1127
FECYUJ,OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O,Zn,9.54146,5.15384,8.40039
FEDJUT,Oc1ccc(cc1)N(=O)=O,Rb,2.09674,0.99775,2.09406
FEFRMT,OC=O,Fe,1.82996,0.95533,1.79274
FEFRMT01,OC=O,Fe,1.83391,0.96076,1.8301
FEFWUL,OC(=O)c1ccc(s1)C(=O)O,Gd,2.72441,0.84685,2.72253
FEHCIG,OC(=O)c1ccc(cc1)c1c(C)n[nH]c1C,Zn,7.77825,7.04074,7.72955
FEHCOM,OC(=O)c1ccc(cc1)c1c(C)n[nH]c1C,Zn,7.41637,6.7491,7.41637
FEHJIN,OC(=O)c1ccc(cc1)CNCP(=O)(O)O,Zn,2.14142,1.20356,2.05991
FEHJIN01,OC(=O)c1ccc(cc1)CNCP(=O)(O)O,Zn,2.128,1.21817,1.76904
FEHJOT,OC(=O)c1ccc(cc1)CNCP(=O)(O)O,Cd,1.86778,1.14281,1.79282
FEJFAE,OC(=O)c1ccncc1,Mn,4.2965,2.25377,4.2353
FEKBED,N#CNC#N,Cd,9.55207,4.57534,9.4641
FELZOM,c1cc(cc(c1)c1nnn[nH]1)c1nnn[nH]1,Zn,3.32724,1.85119,3.32688
FEMXED,O=C(C(=O)Nc1cc(cc(c1)C(=O)O)C(=O)O)Nc1cc(cc(c1)C(=O)O)C(=O)O,Cd,4.83581,3.76698,4.66726
FENHIS,OC(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Cd,7.94768,4.99996,7.49
FENROG,OC(=O)CCC(=O)O,Er,4.27862,3.75783,4.27862
FENTEY,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cd,2.88458,1.72141,2.88089
FENVOL,OC(=O)c1cc(cc(c1)P(=O)(O)O)C(=O)O,Zn,6.69392,5.36459,6.68975
FEPFAK,OC(=O)c1ccc(cc1c1cccc(c1)c1cc(ccc1C(=O)O)C(=O)O)C(=O)O,Co,7.30942,4.71318,7.26351
FEPGAL,OC(=O)c1ccc(cc1c1cccc(c1)c1cc(ccc1C(=O)O)C(=O)O)C(=O)O,Zn,8.87781,5.77115,8.87781
FEPGEP,OC(=O)c1ccc(cc1c1cccc(c1)c1cc(ccc1C(=O)O)C(=O)O)C(=O)O,Cd,8.90152,5.62402,8.90152
FEPPEY,OC(=O)c1ccc(cc1Oc1ccc(cc1)C(=O)O)C(=O)O,Cd,4.79334,4.4222,4.79334
FERCAJ,O=C(Nc1ccc(cc1)C(=O)O)Nc1ccc(cc1)C(=O)O,Zn,9.79421,4.49087,9.7623
FERCEN,O=C(Nc1ccc(cc1)C(=O)O)Nc1ccc(cc1)C(=O)O,Zn,9.63541,4.27922,9.63541
FERCIR,O=C(Nc1ccc(cc1)C(=O)O)Nc1ccc(cc1)C(=O)O,Zn,7.24761,4.9747,6.74186
FERCOX,O=C(Nc1ccc(cc1)C(=O)O)Nc1ccc(cc1)C(=O)O,Zn,9.10101,5.30039,9.08256
FERCUD,O=C(Nc1ccc(cc1)C(=O)O)Nc1ccc(cc1)C(=O)O,Zn,8.89414,4.16787,8.87467
FERGOA,COc1cc(ccc1c1ccc(cc1OC)C(=O)O)C(=O)O,Pb,4.80866,3.00591,4.7955
FERGUG,COc1cc(ccc1c1ccc(cc1OC)C(=O)O)C(=O)O,Cd,5.99216,3.99701,5.98942
FERHAN,COc1cc(ccc1c1ccc(cc1OC)C(=O)O)C(=O)O,Zn,8.66127,6.404,8.66127
FERLEU,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Ag,1.85075,0.91162,1.84608
FESBEM,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,5.39035,2.85125,5.38411
FESYEK,OC(=O)c1cc(cc(c1)C(=O)O)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Cd,7.67737,6.18207,7.62925
FEVDER,OC(=O)c1cc(cc(c1)c1ccncc1)c1ccncc1,Co,4.12345,2.5924,4.10888
FEVDIV,OC(=O)c1cc(cc(c1)c1ccncc1)c1ccncc1,Ni,4.12071,2.53635,4.10781
FEVWOV,[C]c1c(c2ccc(cc2)C(=O)O)c([C])c(c(c1c1ccc(cc1)C(=O)O)[C])c1ccc(cc1)C(=O)O,Zr,13.7743,4.51704,5.77016
FEVWUB,Cc1c(c2ccc(cc2)C(=O)O)c(C)c(c(c1c1ccc(cc1)C(=O)O)C)c1ccc(cc1)C(=O)O,Zr,13.09072,4.43254,7.15713
FEWTAF,OC(=O)c1cc(O)c(c(c1)O)O,Fe,3.60884,2.30992,3.59386
FEXCAO01,OC(=O)c1ccc(cc1)c1cncc(c1)C(=O)O,Co,2.14735,1.07907,2.04493
FEXCES,OC(=O)c1ccc(cc1)c1cncc(c1)C(=O)O,Co,5.88424,5.09304,5.88424
FEXJUQ,OC(=O)c1cc(O)c(c(c1)O)O,Fe,3.53527,2.90794,3.52601
FEXNUU,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Mn,5.40783,4.93852,5.40783
FEYDET,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,In,5.39172,4.60807,5.30539
FEYJOJ,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,4.83328,2.42498,4.83328
FEYQIK,OC(=O)CCCCC(=O)O,Pr,5.68913,4.17822,5.68913
FEYQUW,OC(=O)CCCCC(=O)O,Pr,5.59506,3.84325,5.58981
FEZWAJ,OC(=O)/C=C\c1cccnc1,Cu,2.99803,1.30191,2.99803
FIBHOQ,Nc1nnn[nH]1,Zn,1.92474,1.08263,1.65793
FIDLUC,OC(=O)c1ccc2c(c1)c1cc(ccc1n2CCCn1c2ccc(cc2c2c1ccc(c2)C(=O)O)C(=O)O)C(=O)O,Co,7.21198,5.33625,7.1592
FIFGEI,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,In,14.77176,12.64709,14.77176
FIFNIS,n1ccc(cc1)c1ccncc1,Mn,1.77363,1.04663,1.60089
FIFNOY,n1ccc(cc1)c1ccncc1,Co,1.66975,0.90979,1.63205
FIFNOY02,n1ccc(cc1)c1ccncc1,Co,1.65959,0.89616,1.60412
FIFNUE,n1ccc(cc1)c1ccncc1,Co,4.78254,3.95564,4.78254
FIFNUE01,n1ccc(cc1)c1ccncc1,Co,4.76885,3.93198,4.70486
FIFPAM,n1ccc(cc1)c1ccncc1,Ni,4.70173,3.84867,4.69951
FIFPAM01,n1ccc(cc1)c1ccncc1,Ni,4.72304,3.78421,4.71907
FIGXAU,OC=O,Er,1.37488,0.80565,1.37488
FIGXAW,OC(=O)c1cncc(c1)OCOc1cncc(c1)C(=O)O,Cd,4.53281,3.04643,4.53281
FIJCUX,OC(=O)c1ccc(cc1)C(=O)O,Zn,7.04925,5.83382,7.03874
FIJCUX01,OC(=O)c1ccc(cc1)C(=O)O,Zn,7.33828,6.14225,7.33828
FIJDEI,OC(=O)c1cccc(c1)C(=O)O,Cd,4.05285,3.32057,3.94535
FIJDOS,OC(=O)c1cc(O)c(cc1O)C(=O)O,Zn,4.98448,4.24748,4.98423
FIJFIO,OC(=O)c1cc2CCc3c4c2c(c1)CCc4cc(c3)C(=O)O,Co,2.10034,1.73096,2.10034
FIJFUA,OC(=O)c1cc2ccc3c4c2c(c1)ccc4cc(c3)C(=O)O,Tb,4.72299,1.96424,4.72299
FIKPUN,Cc1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zn,14.26761,9.08018,14.25253
FIKSID,OC(=O)c1ccc(cc1)c1nnn[nH]1,Zn,2.55608,0.88247,2.55071
FIKZIK,OC(=O)c1ccc(cc1)OCCOc1ccc(cc1)C(=O)O,Zn,2.13077,1.19363,2.11
FILYAC,OC(=O)c1cccc(c1)C(=O)O,Co,5.21084,4.0761,5.18979
FILYEG,OC(=O)c1cccc(c1)C(=O)O,Co,7.2205,4.0991,6.71969
FINGAN,NN(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Dy,15.4631,8.46395,15.4631
FIPKOG,O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C(=O)O)C(=O)O)Nc1cc(cc(c1)C(=O)O)C(=O)O,Cd,6.55849,4.8515,6.50444
FIPKOG01,O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C(=O)O)C(=O)O)Nc1cc(cc(c1)C(=O)O)C(=O)O,Cd,6.5379,4.8064,6.53406
FIPKUM,O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C(=O)O)C(=O)O)Nc1cc(cc(c1)C(=O)O)C(=O)O,Zn,6.35636,4.74684,6.35358
FIPPEA01,OC(=O)c1cccc(n1)C(=O)O,Pr,3.57141,1.12643,3.56722
FIQCEN,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,11.12495,5.23719,11.12495
FIQCUG,OC(=O)c1cc(cc(c1)c1ccc(cc1C(=O)O)C(=O)O)c1ccc(cc1C(=O)O)C(=O)O,Zn,4.56027,2.3914,3.28256
FIQDAN,OC(=O)c1cc(cc(c1)c1ccc(cc1C(=O)O)C(=O)O)c1ccc(cc1C(=O)O)C(=O)O,Zn,6.30043,4.61675,6.30043
FIQDER,OC(=O)c1cc(cc(c1)c1ccc(cc1C(=O)O)C(=O)O)c1ccc(cc1C(=O)O)C(=O)O,Co,2.5029,1.2926,2.5029
FIQYOU,OC=O,Fe,4.74284,3.66941,4.74284
FIQYUA,OC=O,Co,4.63298,3.62218,4.61782
FIQZAH,OC=O,Zn,4.65627,3.68934,4.65627
FIQZOV01,OC(=O)CCC(=O)O,Gd,1.7971,1.29917,1.7971
FIRTIL,OC(=O)c1cc(cc(c1)C(=O)O)/N=N/N,Cu,6.5524,5.18686,6.5524
FISGOF,OC(=O)c1ccc(cc1)c1cc(C#Cc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)c1ccc(cc1)C(=O)O,Cu,15.83055,8.29925,15.83055
FISQEG,OC(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Co,4.25231,2.38244,4.23537
FISQIK,OC(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Co,7.36654,5.23064,7.36654
FITDEU,NCC(=O)NCC(=O)N[C@H](C(=O)O)Cc1c[nH]cn1,Zn,5.84196,4.91946,5.83966
FITFAS,NCC(=O)NCC(=O)N[C@H](C(=O)O)Cc1c[nH]cn1,Zn,5.43154,4.68758,5.43154
FITZOX,O1CCOCC1,Na,4.78203,1.70041,4.78203
FIVRUA,OC(=O)c1cc(cc(c1)c1cc(ccc1C(=O)O)C(=O)O)c1cc(ccc1C(=O)O)C(=O)O,Cd,2.3892,0.83229,2.3892
FIWKUT,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,10.75705,5.12102,6.8834
FIXKUV,Nc1cc(cc(c1)C(=O)O)C(=O)O,Co,5.48504,4.46396,5.44585
FIXLAC,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,6.04964,4.4042,6.03843
FIXMEH,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cd,5.14173,4.05992,5.07623
FIYQIQ,OC(=O)c1cc(OCc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Co,4.37569,3.0691,4.37518
FIZGUT,OC(=O)c1ccc2c(c1)ccc(n2)C(=O)O,Zn,4.9691,3.24063,4.96657
FIZPOV,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(c2cc(cc(c2)C(=O)O)C(=O)O)c2c3c1ccc1c3c(cc2)c(cc1c1cc(cc(c1)C(=O)O)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,5.82249,4.56769,5.81678
FIZPUB,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(c2cc(cc(c2)C(=O)O)C(=O)O)c2c3c1ccc1c3c(cc2)c(cc1c1cc(cc(c1)C(=O)O)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,8.0909,4.95596,8.07649
FIZQAI,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(c2cc(cc(c2)C(=O)O)C(=O)O)c2c3c1ccc1c3c(cc2)c(cc1c1cc(cc(c1)C(=O)O)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,8.04465,5.00974,8.03826
FOBDOS,Nc1cc(cc(c1)C(=O)O)C(=O)O,Pb,2.16423,1.44645,2.01604
FOBHEL,OC(=O)c1ccc(cc1)CNCP(=O)(O)O,Cd,2.13466,1.0313,2.02977
FOBJIR,OC(=O)c1ccc(c2c1cccc2)C(=O)O,Sm,4.57311,1.54386,4.25525
FOBJOX,OC(=O)c1ccc(c2c1cccc2)C(=O)O,Eu,4.44793,1.58136,4.31549
FOBJUD,OC(=O)c1ccc(c2c1cccc2)C(=O)O,Gd,4.41255,1.51586,4.34413
FOBNAN,OC(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)O,Dy,6.88329,5.35158,6.88329
FOCREW,OC(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Nd,4.59778,3.02955,4.59778
FOCYUT,OC(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Nd,4.56886,4.14487,4.5433
FODBEH,C[C@@H](C(=O)O)OCc1cc(cc(c1)C(=O)O)C(=O)O,Cd,2.83507,1.03078,2.83156
FODDAF,OC(=O)CCc1ccc(cc1)C(=O)O,Zn,2.12176,1.13662,2.09923
FODGUB,OC(=O)c1ccnc(c1)C(=O)O,Cd,2.0022,0.99857,1.9823
FODGUB01,OC(=O)c1ccnc(c1)C(=O)O,Cd,2.03435,1.00929,2.02653
FODGUB02,OC(=O)c1ccnc(c1)C(=O)O,Cd,2.15333,0.93116,2.14231
FODNIX,OC(=O)c1cc(cc(c1)Oc1ccc(cc1)C(=O)O)Oc1ccc(cc1)C(=O)O,Ba,2.55995,1.58956,2.48654
FOFCIO,OC(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Ce,5.09551,4.62086,5.09551
FOFCOU,OC(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Ce,4.8597,4.4269,4.8597
FOJLOH,OC(=O)c1ccc(cc1)OCc1c(C)c(COc2ccc(cc2)C(=O)O)c(c(c1C)COc1ccc(cc1)C(=O)O)C,Zn,7.22734,6.39546,7.20374
FOJZIP,OC(=O)c1ccc(c(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Mn,2.83724,1.30371,2.83724
FOKWOT,OC(=O)c1cc(cc(c1)Oc1ccc(cc1)C(=O)O)Oc1ccc(cc1)C(=O)O,Cd,2.83805,1.58078,2.83805
FOKZIQ,OC(=O)CN(c1cc(cc(c1)C(=O)O)C(=O)O)CC(=O)O,Cd,2.68124,1.79045,2.67781
FOMDAO,OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)O,Pb,1.70144,1.10767,1.66609
FOMDAO01,OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)O,Pb,1.6665,1.05417,1.62956
FOMWOV,OC(=O)c1cc(cc(c1)C(=O)O)n1c(=O)c2ccc3c4c2c(c1=O)ccc4c(=O)n(c3=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,7.41662,4.5384,7.41662
FONKEA,OC(=O)c1ccc(cc1c1ccc(cc1)C(=O)O)C(=O)O,Cd,4.68396,3.93383,4.68242
FONPUV,OC(=O)c1ccc(cc1c1ccc(cc1)C(=O)O)C(=O)O,Zn,5.6211,5.0791,5.47689
FONQAC,OC(=O)c1ccc(cc1c1ccc(cc1)C(=O)O)C(=O)O,Cd,3.1781,1.21593,2.67201
FOPFAS,OC(=O)c1cc(cc(c1)C(=O)O)[C@@H]1C=C[C@H](C=C1)c1cc(cc(c1)[C@@H]1C=C[C@H](C=C1)c1cc(cc(c1)C(=O)O)C(=O)O)[C@@H]1C=C[C@H](C=C1)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,21.00627,6.50241,21.00627
FOQNOQ,O=N(=O)c1cc(ccc1c1ccc(cc1N(=O)=O)C(=O)O)C(=O)O,Cu,6.42625,4.70198,6.38986
FOQNOQ01,O=N(=O)c1cc(ccc1c1ccc(cc1N(=O)=O)C(=O)O)C(=O)O,Cu,6.11323,5.41344,6.09872
FOQNOQ02,O=N(=O)c1cc(ccc1c1ccc(cc1N(O)O)C(=O)O)C(=O)O,Cu,6.38314,5.04284,6.35565
FOQNUW02,O=N(=O)c1cc(ccc1c1ccc(cc1N(=O)=O)C(=O)O)C(=O)O,Cu,6.60384,5.08216,6.60384
FOQPAE,O=N(=O)c1cc(ccc1c1ccc(cc1N(=O)=O)C(=O)O)C(=O)O,Cu,6.56995,5.56514,6.56777
FOQPAE01,O=N(=O)c1cc(ccc1c1ccc(cc1N(=O)=O)C(=O)O)C(=O)O,Cu,6.35903,5.69871,6.34072
FOQPAE02,O=N(=O)c1cc(ccc1c1ccc(cc1N(=O)=O)C(=O)O)C(=O)O,Cu,6.33861,5.67817,6.32517
FOQQUY,OC(=O)c1cnccn1,Cd,1.72434,0.98625,1.70637
FOQSUA,n1ncn(c1)CCn1cnnc1,Cu,4.81387,4.06493,4.81387
FOQTEL,n1ncn(c1)CCn1cnnc1,Cd,4.19018,2.78003,4.19018
FOSTIS,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,In,11.98757,7.17119,11.88809
FOSTOY,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,In,11.96802,7.02339,11.96574
FOSTUE,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,In,13.09544,7.43724,13.09544
FOXQIT,c1ncn(c1)Cc1cc(cc(c1)Cn1cncc1)Cn1cncc1,Cd,4.4837,3.13234,4.47763
FUBLOF,OC(=O)c1c(cccc1C(=O)O)Oc1cccnc1,Cd,2.22366,1.24183,2.14077
FUBNOH,OC(=O)c1ccc(cc1)c1cncc(c1)c1ccc(cc1)C(=O)O,Zn,4.83689,3.54573,4.83689
FUBTUT,OC(=O)c1cc(cc(c1)C(=O)O)c1cncnc1,Co,4.3692,3.24837,4.36596
FUDGES,OC(=O)c1cc(Oc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Zn,5.68041,3.68382,5.59038
FUDGIW,OC(=O)c1cc(Oc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Zn,2.76586,2.15495,2.76586
FUDGOC,OC(=O)c1cc(Oc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,In,7.99676,6.51336,7.99676
FUDGUI,OC(=O)c1cc(Oc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Co,8.09602,7.93656,8.09602
FUDHAP,OC(=O)c1cc(Oc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Co,5.04191,3.98093,4.7548
FUFVEJ,n1ccc(cc1)c1ccncc1,Cu,6.75584,5.4548,6.73093
FUGWUB,OC(=O)COc1c(OCC(=O)O)cc(cc1OCC(=O)O)C(=O)O,Zn,2.91846,0.92928,2.85677
FULQOT,OC(=O)c1ccc(s1)C(=O)O,Gd,2.85679,1.23597,2.85679
FUMJAA,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cd,6.17852,5.2041,6.17852
FUMJAZ,OC(=O)c1cccc(c1)c1ccncc1,Co,3.60182,1.54354,2.95386
FUMJAZ01,OC(=O)c1cccc(c1)c1ccncc1,Co,3.61697,1.56666,2.99439
FUQJUX,n1ccc(cc1)c1nnn[nH]1,Cu,12.70126,8.47534,12.70126
FURRUG01,O=C(c1cccnc1)c1cccnc1,Ag,11.75833,10.71243,11.7583
FURSES,OC(=O)c1cc(cc(c1)c1nnn[nH]1)C(=O)O,Cu,4.13424,2.45737,4.104
FUSGOR,OC(=O)c1cc(cc(c1)c1nnn[nH]1)C(=O)O,Co,4.45942,2.91939,4.45942
FUSWIA,n1ccc(cc1)c1nnn[nH]1,Cu,6.8215,4.65267,6.81767
FUTCAZ,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Mn,2.97877,1.61665,2.97877
FUTYEA,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,5.60643,4.51803,5.59058
FUTYOK,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,6.0154,4.82285,5.99433
FUTZAX,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,6.70042,6.11185,6.67865
FUTZEB,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,5.24587,4.08263,5.23555
FUTZIF,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,5.6655,4.98419,5.65746
FUTZOL,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,9.30232,6.36524,9.25977
FUVBAB,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,5.41797,4.41204,5.39267
FUVDEH,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,8.19393,7.856,8.19393
FUVDEH01,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,7.23867,5.86079,7.23867
FUVDEH02,OC(c1ccc(cc1)n1cnc2c1cc1ccccc1c2)O,Zn,8.08735,7.80048,8.08735
FUVDEH03,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,8.02006,7.72932,8.02006
FUVDEH05,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,7.30465,6.40041,7.2683
FUVDEH06,OC(c1ccc(cc1)n1cnc2c1cc1ccccc1c2)O,Zn,6.60161,5.99656,6.60161
FUVDEH07,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,6.60769,6.00286,6.60769
FUVDEH08,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,6.59075,5.99281,6.59075
FUVDEH09,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,7.0294,5.84289,7.0294
FUVDEH10,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,8.25208,7.92202,8.25208
FUVDEH11,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,8.10372,7.79751,8.10372
