Id,Label,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,modularity_class,eigencentrality
VAKREG,,1,0.988973,1,1,1,0,12,11,0.00332
ETUWOG,,1,0.998281,1,1,1,0,13,12,0.00332
LAGWIB,,1,0.998281,1,1,1,0,13,12,0.00332
EXUXEC,,1,0.999834,2,0.6,0.666667,0,3,2,0.007322
NERVIP01,,1,0.998826,3,0.5,0.611111,0,9,13,0.005762
FAZPIH,,1,0.999965,1,1,1,0,14,14,0.00332
NERVOV,,1,0.999965,1,1,1,0,14,14,0.00332
JOPGIG,,1,0.998736,5,0.3,0.366667,0,2,10,0.009585
YODRAM,,2,1.999759,3,0.5,0.633333,0.000002,8,7,0.010902
LASMAV,,1,0.999927,2,0.6,0.666667,0,7,6,0.007322
NEVVAM,,1,0.999997,1,1,1,0,15,15,0.00332
NEVVAM02,,1,0.999997,1,1,1,0,15,15,0.00332
NIDFOX,,1,0.99543,1,1,1,0,16,16,0.00332
XALMOO,,1,0.99543,1,1,1,0,16,16,0.00332
FEYJOJ,,2,1.894036,5,0.333333,0.443056,0.000005,2,10,0.016115
VEMTAJ01,,1,0.994911,5,0.315789,0.3875,0,2,10,0.011879
YIGGEB,,1,0.999426,2,0.6,0.666667,0,7,6,0.007322
VEDGIW,,1,0.99996,4,0.357143,0.466667,0,8,7,0.005988
KESFIA,,2,1.855766,5,0.315789,0.422222,0.000005,2,10,0.013706
XAVQIU01,,1,0.94719,6,0.255319,0.327778,0,2,10,0.007264
ABAYIM,,1,0.999987,1,1,1,0,17,17,0.00332
ABAYOS,,1,0.999987,1,1,1,0,17,17,0.00332
TIPZOJ,,1,0.999945,1,1,1,0,18,18,0.00332
YOSLIB01,,1,0.999945,1,1,1,0,18,18,0.00332
AHIZOH,,1,0.970184,1,1,1,0,19,19,0.00332
VILXOE,,1,0.970184,1,1,1,0,19,19,0.00332
BIGJEJ,,1,0.908244,1,1,1,0,20,20,0.00332
VOBQIO,,1,0.908244,1,1,1,0,20,20,0.00332
CUXFIL,,1,0.957149,1,1,1,0,21,21,0.00332
LIXWAR,,1,0.957149,1,1,1,0,21,21,0.00332
DEPXIG,,1,0.994801,1,1,1,0,22,22,0.00332
WEYQAU11,,1,0.994801,1,1,1,0,22,22,0.00332
GACTOW,,1,0.999917,2,0.666667,0.75,0,23,23,0.005208
WEYQEY,,2,1.999316,1,1,1,0,23,23,0.007711
GINHOD,,2,1.997446,1,1,1,0,24,24,0.007711
WEYQAU01,,1,0.998371,2,0.666667,0.75,0,24,24,0.005208
WEYQAU16,,1,0.999075,2,0.666667,0.75,0,24,24,0.005208
GUPJEG,,1,0.996266,1,1,1,0,25,25,0.00332
XAPRIR01,,1,0.996266,1,1,1,0,25,25,0.00332
HIVQAG,,1,0.999895,2,0.6,0.666667,0,26,26,0.007322
IVELUS,,3,2.999635,1,1,1,0.000001,26,26,0.013273
IQOKAC,,1,0.99816,1,1,1,0,27,27,0.00332
IQOKEG,,1,0.99816,1,1,1,0,27,27,0.00332
IREGOD,,2,1.945156,2,0.75,0.833333,0.000001,28,36,0.009726
KUFVAK,,1,0.946384,3,0.5,0.611111,0,28,36,0.005762
WEYQAU09,,2,1.998772,2,0.75,0.833333,0.000001,28,36,0.009726
IVEMAZ,,1,0.999961,2,0.6,0.666667,0,26,26,0.007322
KAFQAL,,1,0.999779,2,0.6,0.666667,0,26,26,0.007322
LUFNAC01,,1,0.992894,1,1,1,0,29,28,0.00332
LUFNIK,,1,0.992894,1,1,1,0,29,28,0.00332
LUSHOX03,,2,1.999039,1,1,1,0,30,29,0.007711
MAHTAR,,1,0.999791,2,0.666667,0.75,0,30,29,0.005208
VOBQEK,,1,0.999248,2,0.666667,0.75,0,30,29,0.005208
NAMDUD,,1,0.948957,2,0.666667,0.75,0,31,30,0.005208
OCAKUB,,2,1.868625,1,1,1,0,31,30,0.007711
QOQWOK01,,1,0.919669,2,0.666667,0.75,0,31,30,0.005208
ONOCOK,,1,0.999398,1,1,1,0,32,31,0.00332
PUYREI,,1,0.999398,1,1,1,0,32,31,0.00332
TUTHOG,,1,0.997071,2,0.666667,0.75,0,33,32,0.005208
TUTJAU,,2,1.990146,1,1,1,0,33,32,0.007711
TUTHUM,,1,0.993075,2,0.666667,0.75,0,33,32,0.005208
VUQKAU01,,1,0.999959,1,1,1,0,34,33,0.00332
VUQKAU02,,1,0.999959,1,1,1,0,34,33,0.00332
WEYPUN,,2,1.998202,1,1,1,0,35,34,0.007711
WEYQAU,,1,0.99849,2,0.666667,0.75,0,35,34,0.005208
WEYQAU12,,1,0.999712,2,0.666667,0.75,0,35,34,0.005208
WEYQAU02,,1,0.999991,1,1,1,0,36,35,0.00332
WEYQAU08,,1,0.999991,1,1,1,0,36,35,0.00332
WEYQAU07,,1,0.999399,2,0.666667,0.75,0,23,23,0.005208
WEYQAU10,,1,1,3,0.5,0.611111,0,28,36,0.005762
YINCEF,,1,0.990205,1,1,1,0,37,37,0.00332
YINCUV,,1,0.990205,1,1,1,0,37,37,0.00332
AQEQES,,1,0.989727,1,1,1,0,38,38,0.00332
UGECEO01,,1,0.989727,1,1,1,0,38,38,0.00332
CAQJOW,,1,0.995783,1,1,1,0,39,39,0.00332
CAQKAJ01,,1,0.995783,1,1,1,0,39,39,0.00332
ESUSAO01,,1,0.994772,1,1,1,0,40,40,0.00332
ESUSOC02,,1,0.994772,1,1,1,0,40,40,0.00332
ESUVAR02,,1,0.998677,1,1,1,0,41,41,0.00332
ESUVOF,,1,0.998677,1,1,1,0,41,41,0.00332
EXIDOF,,1,0.992022,1,1,1,0,42,42,0.00332
OCACUR,,1,0.992022,1,1,1,0,42,42,0.00332
IGAHED,,1,0.999999,1,1,1,0,43,43,0.00332
IGAHED02,,1,0.999999,1,1,1,0,43,43,0.00332
ISILEC,,1,0.924589,2,0.666667,0.75,0,44,45,0.005208
UVUDOG,,2,1.852831,1,1,1,0,44,45,0.007711
XUDVAV,,1,0.917248,6,0.244898,0.316667,0,2,10,0.006654
SIWSUO,,1,0.998435,1,1,1,0,45,44,0.00332
SIWTEZ,,1,0.998435,1,1,1,0,45,44,0.00332
XULDEP,,1,0.928242,2,0.666667,0.75,0,44,45,0.005208
ABEMIF,,2,1.999057,9,0.188372,0.227063,0.00003,46,49,0.022017
DOTSOV09,,4,3.986831,8,0.210938,0.262992,0.000138,46,49,0.037356
DOTSOV43,,2,1.999531,9,0.187935,0.228826,0.00003,46,49,0.022841
ANUGEW,,1,0.959425,3,0.5,0.583333,0,47,71,0.007895
QOWRAV04,,3,2.9167,2,0.8,0.875,0.000002,47,71,0.015421
BAHGUN,,1,0.999941,4,0.368421,0.452381,0,48,70,0.008733
NIHDIU,,3,2.922538,3,0.538462,0.666667,0.000005,48,70,0.01902
BAHGUN02,,1,0.999738,3,0.5,0.611111,0,49,64,0.005762
NIHDEQ,,2,1.998824,2,0.75,0.833333,0.000001,49,64,0.009726
BAZFUF01,,1,0.991444,1,1,1,0,50,46,0.00332
NAFSOF,,1,0.991444,1,1,1,0,50,46,0.00332
BIHRUI,,1,0.978018,1,1,1,0,51,47,0.00332
OGEBAF01,,1,0.978018,1,1,1,0,51,47,0.00332
BODPAN,,2,1.999938,10,0.173448,0.209975,0.000036,46,49,0.016854
DOTSOV22,,1,0.999971,11,0.14808,0.171312,0,46,49,0.007171
DOTSOV33,,3,2.999888,9,0.208226,0.260685,0.000099,46,49,0.037888
DICKEH,,2,1.908569,1,1,1,0,52,48,0.007711
SEMNIJ,,1,0.947806,2,0.666667,0.75,0,52,48,0.005208
YUGLES,,1,0.960764,2,0.666667,0.75,0,52,48,0.005208
DIHVIB,,2,1.999986,9,0.192857,0.232677,0.000036,46,49,0.023055
FIQCEN,,4,3.99993,8,0.236842,0.300661,0.0002,46,49,0.062901
RILFEA,,1,0.999992,10,0.162,0.186454,0,46,49,0.008393
DIHVIB01,,1,0.999944,11,0.149446,0.174937,0,46,49,0.009218
DOTSOV05,,3,2.999876,10,0.175325,0.218984,0.000056,46,49,0.022133
DOTSOV,,2,1.999929,10,0.15458,0.187199,0.000071,46,49,0.013621
DOTSOV36,,2,1.999843,11,0.134551,0.163513,0.000036,46,49,0.010622
YOZMIL,,2,1.999852,9,0.180804,0.216882,0.000106,46,49,0.018712
DOTSOV01,,1,1,9,0.178414,0.209705,0,46,49,0.015915
DOTSOV14,,4,3.999963,8,0.216578,0.276573,0.000086,46,49,0.050262
DOTSOV02,,4,3.996324,7,0.257143,0.315491,0.000164,46,49,0.070464
DOTSOV06,,4,3.999082,8,0.235465,0.296179,0.000182,46,49,0.058069
DOTSOV17,,3,2.999081,8,0.242515,0.299544,0.000097,46,49,0.063992
DOTSOV19,,4,3.994899,7,0.259615,0.319253,0.00025,46,49,0.073294
DOTSOV26,,3,2.998012,8,0.230769,0.279571,0.000113,46,49,0.043961
DOTSOV03,,1,0.99996,8,0.180804,0.21017,0,46,49,0.01565
XAMDUM04,,4,3.999839,7,0.220109,0.27672,0.000096,46,49,0.048938
DOTSOV04,,1,1,12,0.145683,0.171983,0,46,49,0.009161
DOTSOV18,,3,2.997205,11,0.170168,0.214943,0.000072,46,49,0.021718
DOTSOV15,,2,1.906956,11,0.162651,0.201289,0.00001,46,49,0.017674
YOZNIM,,2,1.999931,9,0.204545,0.247271,0.000079,46,49,0.02902
DOTSOV11,,2,1.99986,9,0.2025,0.248168,0.000043,46,49,0.030982
DOTSOV29,,3,2.999942,9,0.231429,0.287468,0.000174,46,49,0.049659
DOTSOV07,,1,0.999742,11,0.160079,0.195113,0,46,49,0.01723
DOTSOV20,,4,3.999598,10,0.190141,0.255291,0.000055,46,49,0.056129
DOTSOV08,,2,1.995948,8,0.209302,0.247663,0.000203,46,49,0.026609
NEHZUY,,3,2.991445,9,0.177243,0.22211,0.000173,46,49,0.025283
QAWHIH01,,3,2.987908,7,0.253918,0.302381,0.000329,46,49,0.056058
DOTSOV13,,3,2.995897,7,0.235465,0.284303,0.000259,46,49,0.044135
WULKAQ,,2,1.999956,8,0.19378,0.233304,0.000063,46,49,0.02425
YOZMUX,,1,0.987305,9,0.174569,0.201935,0,46,49,0.0134
DOTSOV10,,1,0.99714,10,0.150838,0.176455,0,46,49,0.010148
YOZPAG,,3,2.999575,10,0.188811,0.243479,0.000034,46,49,0.041901
DOTSOV12,,3,2.997639,10,0.196126,0.255952,0.00006,46,49,0.046615
DOTSOV32,,6,5.929645,9,0.220708,0.303238,0.000204,46,49,0.08525
OQIZUL,,2,1.99778,11,0.178022,0.221057,0.000032,46,49,0.022288
DOTSOV35,,3,2.999027,8,0.208226,0.256981,0.000216,46,49,0.033998
KAJZIH,,4,3.978114,7,0.259615,0.314844,0.000391,46,49,0.063664
DOTSOV21,,2,1.999953,9,0.19708,0.245757,0.000025,46,49,0.031095
MOCKEV,,2,1.813888,11,0.176471,0.218764,0.000025,46,49,0.021901
DOTSOV16,,3,2.994922,9,0.176471,0.225372,0.000174,46,49,0.027704
DOTSOV41,,2,1.999887,10,0.150838,0.186234,0.000036,46,49,0.014941
OHOMIH,,3,2.983724,10,0.151402,0.194464,0.000072,46,49,0.020208
DOTSOV34,,7,6.90384,7,0.265574,0.340388,0.000378,46,49,0.097463
DOTSOV37,,3,2.999951,10,0.2025,0.256001,0.000143,46,49,0.035123
GAVDUD,,1,0.997206,12,0.145683,0.171983,0,46,49,0.009161
DOTSOV27,,2,1.999971,9,0.190588,0.239232,0.000015,46,49,0.037671
LUDLIH,,4,3.999891,9,0.204545,0.270258,0.000105,46,49,0.046859
DOTSOV23,,4,3.908226,10,0.152542,0.201146,0.000107,46,49,0.025996
EXOYAS,,1,0.919941,11,0.13257,0.159441,0,46,49,0.011069
XAMDUM01,,1,0.999948,11,0.13257,0.159441,0,46,49,0.011069
YOZNOS,,1,0.991175,11,0.13257,0.159441,0,46,49,0.011069
DOTSOV25,,4,3.906836,10,0.209845,0.26845,0.000124,46,49,0.041966
DOTSOV28,,2,1.99995,10,0.199507,0.246845,0.000059,46,49,0.029548
YOZMOR,,3,2.999805,9,0.232092,0.284044,0.000115,46,49,0.04786
QIZLIW,,2,1.99805,8,0.207161,0.245708,0.000073,46,49,0.025585
XAMDUM05,,4,3.999932,8,0.225627,0.297222,0.000179,46,49,0.070313
XAMDUM,,4,3.999877,8,0.250774,0.312419,0.000247,46,49,0.06768
DOTSOV30,,1,0.994968,11,0.131707,0.157197,0,46,49,0.008925
DOTSOV31,,3,2.995893,8,0.216578,0.262845,0.000164,46,49,0.035535
DOTSOV39,,2,1.999916,8,0.20403,0.241005,0.000039,46,49,0.025173
MIKVEK,,1,0.930634,10,0.181208,0.221458,0,46,49,0.024935
WULJUJ,,1,0.999105,10,0.181208,0.221458,0,46,49,0.024935
XAMDUM06,,3,2.999802,8,0.233429,0.291828,0.000145,46,49,0.058976
XAMDUM07,,3,2.999836,8,0.21372,0.265726,0.00008,46,49,0.040325
EXOGAB,,1,0.907994,8,0.21039,0.244004,0,46,49,0.027942
LUDLED,,1,0.999935,8,0.21039,0.244004,0,46,49,0.027942
NEHZOS,,1,0.997262,8,0.21039,0.244004,0,46,49,0.027942
EBAMUS,,1,0.999844,12,0.118768,0.138333,0,46,49,0.005917
XAMDUM02,,3,2.998107,9,0.192399,0.241554,0.000084,46,49,0.02907
DOTSOV38,,1,0.999934,9,0.189696,0.220566,0,46,49,0.017098
DOTSOV40,,1,0.999955,8,0.180804,0.21017,0,46,49,0.01565
YOZNAE,,1,0.999888,11,0.13128,0.154111,0,46,49,0.006884
DOTSOV42,,1,0.995022,1,1,1,0,53,50,0.00332
QIZLOC,,1,0.995022,1,1,1,0,53,50,0.00332
FURSES,,1,0.994952,1,1,1,0,54,51,0.00332
LIZWEX,,1,0.994952,1,1,1,0,54,51,0.00332
GIKMOD01,,1,0.999908,1,1,1,0,55,52,0.00332
LUTCEJ,,1,0.999908,1,1,1,0,55,52,0.00332
GIKMOD04,,1,0.999979,1,1,1,0,56,53,0.00332
LUTBUY,,1,0.999979,1,1,1,0,56,53,0.00332
GIKMOD07,,2,1.999982,6,0.322581,0.453333,0.000004,57,66,0.013446
GIKMOD11,,3,2.99629,5,0.416667,0.561667,0.00001,57,66,0.021349
GIKMOD12,,1,0.999994,7,0.25,0.337619,0,57,66,0.006617
GIKMOD10,,1,0.996371,1,1,1,0,58,54,0.00332
HUCBOX,,1,0.996371,1,1,1,0,58,54,0.00332
HUCBOX02,,3,2.988278,4,0.47619,0.591667,0.000013,57,66,0.023686
LUSZIJ,,1,0.999998,6,0.30303,0.386667,0,57,66,0.00933
GOXZIE,,1,0.999884,1,1,1,0,59,55,0.00332
YAVYAW01,,1,0.999884,1,1,1,0,59,55,0.00332
HABQUY,,1,0.94842,1,1,1,0,60,56,0.00332
YAGHUM,,1,0.94842,1,1,1,0,60,56,0.00332
HAWZEM,,1,0.998213,1,1,1,0,61,57,0.00332
POFDOF,,1,0.998213,1,1,1,0,61,57,0.00332
LUTBEI,,1,0.996263,5,0.333333,0.403333,0,57,66,0.009932
LUTCAF,,3,2.995662,4,0.454545,0.575,0.000012,57,66,0.02192
ICAREL,,1,0.90345,1,1,1,0,62,58,0.00332
ZAZBUZ,,1,0.90345,1,1,1,0,62,58,0.00332
IDUTEJ,,1,0.999996,1,1,1,0,63,59,0.00332
UNABUH01,,1,0.999996,1,1,1,0,63,59,0.00332
IDUTIN,,1,0.923576,1,1,1,0,64,60,0.00332
MAVRAE,,1,0.923576,1,1,1,0,64,60,0.00332
IPINAY,,2,1.997612,2,0.75,0.833333,0.000001,65,61,0.009726
POFFEX,,1,0.999391,3,0.5,0.611111,0,65,61,0.005762
QERZUI01,,2,1.920813,2,0.75,0.833333,0.000001,65,61,0.009726
IPUPOA,,1,0.951646,1,1,1,0,66,62,0.00332
LAQNID,,1,0.951646,1,1,1,0,66,62,0.00332
KABNIL,,1,0.994693,1,1,1,0,67,63,0.00332
YIQSOH,,1,0.994693,1,1,1,0,67,63,0.00332
KAKTIA01,,1,0.999782,3,0.5,0.611111,0,49,64,0.005762
UFUNAK,,2,1.998867,2,0.75,0.833333,0.000001,49,64,0.009726
LAYXER,,1,0.957274,3,0.5,0.583333,0,47,71,0.007895
LIGQEA,,1,0.999742,2,0.666667,0.75,0,68,65,0.005208
QOWRAV12,,2,1.999742,1,1,1,0,68,65,0.007711
YOZNEI,,1,0.999992,10,0.170168,0.205311,0,46,49,0.01518
LUSZIJ01,,2,1.999971,5,0.37037,0.486667,0.000007,57,66,0.015468
LUTDAG,,2,1.999977,6,0.294118,0.423333,0.000004,57,66,0.011175
LUSZOP,,1,0.99998,7,0.232558,0.320952,0,57,66,0.006027
LUTCIN,,1,0.999977,5,0.322581,0.395,0,57,66,0.009441
MURREW,,2,1.922923,1,1,1,0,69,67,0.007711
ICAGOK,,1,0.922978,2,0.666667,0.75,0,69,67,0.005208
POFDEV,,1,0.999945,2,0.666667,0.75,0,69,67,0.005208
NELCEN,,2,1.990757,3,0.466667,0.571429,0.000003,48,70,0.013778
UFUMUD,,1,0.996059,4,0.333333,0.416667,0,48,70,0.006694
UGEPEB,,3,2.994435,2,0.636364,0.714286,0.000007,48,70,0.022121
WURNOO,,1,0.922802,4,0.368421,0.452381,0,48,70,0.008733
OHAGOV,,1,0.999995,1,1,1,0,70,68,0.00332
OHAGOV01,,1,0.999995,1,1,1,0,70,68,0.00332
UXISUR,,1,0.993833,11,0.131707,0.157197,0,46,49,0.008925
OPIXUI,,1,0.999906,1,1,1,0,71,69,0.00332
OPIYAP,,1,0.999906,1,1,1,0,71,69,0.00332
YOZNUY,,2,1.9982,10,0.174946,0.215608,0.000031,46,49,0.019167
POFDIZ,,1,0.99914,4,0.333333,0.416667,0,48,70,0.006694
UFUNIS,,2,1.999082,3,0.466667,0.571429,0.000003,48,70,0.013778
KAGJOS,,1,0.922592,3,0.5,0.611111,0,65,61,0.005762
QOWRAV06,,2,1.931078,2,0.666667,0.75,0.000001,47,71,0.011973
YUSWEP,,1,0.931078,3,0.444444,0.541667,0,47,71,0.006349
QOWRAV08,,1,1,2,0.666667,0.75,0,68,65,0.005208
YIMCEF,,1,0.999999,1,1,1,0,72,72,0.00332
YIMCUV,,1,0.999999,1,1,1,0,72,72,0.00332
ABUWOJ,,2,1.99814,11,0.171924,0.209375,0.000047,73,99,0.025709
HIFTOG02,,2,1.997902,11,0.15309,0.183541,0.000016,73,99,0.015894
MIBQAR20,,4,3.997557,10,0.204887,0.26098,0.000403,73,99,0.063452
ACIBOE,,2,1.995886,3,0.571429,0.708333,0,74,73,0.014369
MIQLEE,,2,1.996887,2,0.666667,0.75,0,74,73,0.015545
PEPFAT,,2,1.991018,2,0.666667,0.75,0,74,73,0.015545
AGIREP,,1,0.929732,1,1,1,0,75,74,0.00332
QOYYOU,,1,0.929732,1,1,1,0,75,74,0.00332
BADZAK,,6,5.985662,9,0.223361,0.290971,0.000583,73,99,0.098653
MIBQAR,,4,3.945168,10,0.203358,0.262414,0.000198,73,99,0.069479
MIBQAR01,,4,3.994135,10,0.212476,0.278029,0.000358,73,99,0.083179
MIBQAR03,,3,2.998062,9,0.215415,0.265196,0.000314,73,99,0.062945
NODTOR,,3,2.993472,9,0.209615,0.252035,0.000338,73,99,0.045737
PEDRIA,,2,1.945176,10,0.185374,0.227665,0.00019,73,99,0.036793
XISVUR,,2,1.992933,9,0.201479,0.245267,0.000069,73,99,0.045179
BEQKAM,,2,1.901308,2,0.666667,0.75,0.000001,76,82,0.011973
KEFBEE,,1,0.908065,3,0.444444,0.541667,0,76,82,0.006349
ULISOZ,,3,2.992943,2,0.8,0.875,0.000002,76,82,0.015421
BINRUN,,1,0.923649,1,1,1,0,77,75,0.00332
MIMRAB01,,1,0.923649,1,1,1,0,77,75,0.00332
BOVHEB,,2,1.971466,2,0.75,0.833333,0.000001,78,101,0.009726
MOFTIL01,,1,0.985942,3,0.5,0.611111,0,78,101,0.005762
MOFTIL02,,2,1.985501,2,0.75,0.833333,0.000001,78,101,0.009726
BUVNIR,,1,0.990036,1,1,1,0,79,76,0.00332
VACFUB01,,1,0.990036,1,1,1,0,79,76,0.00332
CADPII,,3,2.99972,6,0.275862,0.410417,0.000009,80,88,0.024437
FUTYOK,,3,2.999695,5,0.340426,0.466667,0.000026,80,88,0.030229
FUTZIF,,2,1.99996,7,0.231884,0.352381,0.000001,80,88,0.019764
XOHLEM,,1,0.999868,7,0.219178,0.295089,0,80,88,0.009882
CEHLAD,,2,1.853721,3,0.545455,0.638889,0.000002,81,96,0.015072
KAFYAT,,1,0.908058,4,0.375,0.458333,0,81,96,0.007088
KALXUT,,4,3.85589,2,0.75,0.833333,0.000006,81,96,0.024687
CENQAP,,1,0.999971,1,1,1,0,82,77,0.00332
UWAFUU,,1,0.999971,1,1,1,0,82,77,0.00332
CIQHOC,,1,0.997412,1,1,1,0,83,78,0.00332
LACJEH,,1,0.997412,1,1,1,0,83,78,0.00332
DAWCIP,,1,0.905134,1,1,1,0,84,79,0.00332
MIBQAR17,,1,0.905134,1,1,1,0,84,79,0.00332
DIRPUR,,1,0.920409,2,0.666667,0.75,0,85,110,0.005208
USAHAZ,,2,1.919935,1,1,1,0,85,110,0.007711
DITTEH,,1,0.932758,12,0.146309,0.173042,0,73,99,0.012089
PIWLAL,,3,2.819986,11,0.171115,0.217785,0.000237,73,99,0.034559
DUDKOE,,1,1,1,1,1,0,86,80,0.00332
HOGJIX,,1,1,1,1,1,0,86,80,0.00332
DURDEB,,1,0.956435,1,1,1,0,87,81,0.00332
DUZPUL,,1,0.956435,1,1,1,0,87,81,0.00332
EDOWIG,,1,0.994678,11,0.163664,0.19376,0,73,99,0.018433
NAKLIW,,4,3.988747,10,0.195341,0.252206,0.000183,73,99,0.062277
EDUSIF,,4,3.998421,12,0.167692,0.226508,0.000122,73,99,0.049583
MIBQAR02,,5,4.997778,11,0.187285,0.258603,0.00023,73,99,0.082364
MIBQAR06,,2,1.999057,13,0.144562,0.184915,0.00002,73,99,0.022966
SAHYOQ04,,2,1.999999,11,0.175523,0.221156,0.000081,73,99,0.038275
VEGMOK04,,1,0.998431,13,0.143799,0.176506,0,73,99,0.01573
ERIRIG,,1,0.98994,13,0.120575,0.139325,0,73,99,0.00658
UYAPOA,,2,1.944648,12,0.136935,0.165362,0.000049,73,99,0.013443
EWUKIS,,1,0.999884,3,0.5,0.583333,0,76,82,0.007895
FAGXIX,,1,0.947982,1,1,1,0,88,83,0.00332
VOLQUJ,,1,0.947982,1,1,1,0,88,83,0.00332
FALTUJ,,1,0.919315,11,0.164157,0.204868,0,73,99,0.032376
MIBQAR14,,7,6.919308,10,0.196043,0.278571,0.000358,73,99,0.120355
FEHCOM,,1,0.999477,2,0.666667,0.75,0,89,84,0.005208
NUWVIM,,2,1.999298,1,1,1,0,89,84,0.007711
FERCAJ,,1,0.999995,2,0.666667,0.75,0,90,85,0.005208
FERCUD,,2,1.999368,1,1,1,0,90,85,0.007711
FERCOX,,1,0.999373,2,0.666667,0.75,0,90,85,0.005208
FESBEM,,2,1.886034,5,0.290909,0.378125,0.000007,80,88,0.014607
NIWYAV,,3,2.86081,4,0.380952,0.479167,0.000034,80,88,0.026641
NIWYEZ,,1,0.943117,6,0.228571,0.286458,0,80,88,0.006811
FIJCUX,,1,0.907093,1,1,1,0,91,86,0.00332
TETYAV,,1,0.907093,1,1,1,0,91,86,0.00332
FIJCUX01,,2,1.992236,10,0.190227,0.237964,0.000009,73,99,0.047127
XUPGOG,,5,4.941312,10,0.200737,0.271403,0.000193,73,99,0.089227
FIKSID,,1,0.998376,1,1,1,0,92,87,0.00332
WENDIE,,1,0.998376,1,1,1,0,92,87,0.00332
FIWKUT,,3,2.977403,4,0.424242,0.517857,0.000027,93,100,0.025991
MIQLAA,,3,2.993736,5,0.411765,0.52619,0.000025,93,100,0.028635
WULQUR,,2,1.991488,4,0.368421,0.452381,0.000018,93,100,0.019131
XASNUD,,2,1.974126,5,0.318182,0.407143,0.000006,93,100,0.014514
NANYUX02,,3,2.998909,6,0.275862,0.410417,0.000009,80,88,0.024437
FUTZAX,,3,2.919734,4,0.5,0.680556,0.000004,94,89,0.016124
IJEXIF,,2,1.996475,3,0.545455,0.638889,0.000004,94,89,0.014568
RUPVAB,,1,0.981743,5,0.352941,0.463889,0,94,89,0.008025
UFAMEW,,1,0.940558,5,0.352941,0.463889,0,94,89,0.008025
FUTZOL,,1,0.999014,7,0.219178,0.295089,0,80,88,0.009882
FUVBAB,,2,1.947041,4,0.4,0.555556,0.000002,94,89,0.010528
HAFWAO,,1,0.947045,5,0.3,0.413889,0,94,89,0.005907
XOHLEM01,,2,1.999037,3,0.5,0.611111,0.000004,94,89,0.012922
FUYCOT,,2,1.998375,10,0.164902,0.194222,0.000049,73,99,0.016828
IFABIA,,3,2.997296,9,0.196396,0.238976,0.00029,73,99,0.037678
LIGWUW,,1,0.99901,11,0.141743,0.160405,0,73,99,0.007169
FUYCUZ,,1,0.90514,1,1,1,0,95,90,0.00332
NEHGEO,,1,0.90514,1,1,1,0,95,90,0.00332
GAJVEU,,1,0.99863,12,0.147297,0.174171,0,73,99,0.012476
VAZTUM,,3,2.996671,11,0.172468,0.219226,0.000064,73,99,0.038427
