Id,Label,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,modularity_class,eigencentrality
BEPRIZ,,3,2.607935,11,0.194952,0.22368,0.000027,0,0,0.009192
MIHJUL,,10,8.689143,11,0.223219,0.269019,0.000249,0,0,0.028327
VEDGES,,5,4.48405,10,0.193939,0.227911,0.000059,0,0,0.013598
XIVVUW,,2,1.769854,10,0.186978,0.205964,0.000014,0,0,0.005176
BIKMAL,,1,0.802246,11,0.17799,0.198591,0,0,0,0.00414
TIVYAZ,,10,8.730469,9,0.235789,0.279975,0.000244,0,0,0.031303
BIPXIK,,6,5.270511,10,0.203822,0.239396,0.000071,0,0,0.016257
DAFHEZ,,6,5.158717,10,0.220147,0.256494,0.000083,0,0,0.018525
DIBQOW,,2,1.79134,11,0.171582,0.192313,0.000014,0,0,0.004434
EXUXEC,,6,5.185659,9,0.205222,0.237341,0.000079,0,0,0.015221
SIDXUB,,5,4.283388,10,0.204286,0.24217,0.000077,0,0,0.018705
TAHFAL,,2,1.611788,11,0.173442,0.195255,0.000004,0,0,0.005011
BIVXAG,,4,3.31781,10,0.200537,0.232982,0.000028,0,0,0.0136
ERUNIQ,,5,4.295218,10,0.206452,0.240323,0.000044,0,0,0.014698
FUVYOL,,2,1.651777,11,0.175205,0.197781,0.000006,0,0,0.005028
VEGMIE01,,9,7.873518,11,0.216949,0.263328,0.000124,0,0,0.026732
LUWZUZ02,,5,4.110451,8,0.221672,0.251281,0.000157,0,0,0.015332
QIRYAS,,1,0.836098,10,0.177919,0.198109,0,0,0,0.004677
VEDFER,,6,5.534877,10,0.203729,0.241187,0.000044,0,0,0.01989
XADDOX,,7,5.819484,10,0.216321,0.258086,0.000124,0,0,0.021432
NERVEL,,5,4.337971,9,0.218964,0.25377,0.000065,0,0,0.019495
POSGUB,,2,1.618826,10,0.187762,0.20884,0.000016,0,0,0.005029
XAVQIU01,,10,8.895373,8,0.244809,0.286416,0.000362,0,0,0.033746
FUMJAZ,,5,4.281945,11,0.194952,0.229138,0.000043,0,0,0.012518
JODFEP,,3,2.61835,10,0.193772,0.223228,0.000015,0,0,0.011365
TIDNIF,,6,5.140669,10,0.206928,0.242501,0.000077,0,0,0.016905
BUKLOJ,,7,5.938673,10,0.19436,0.226791,0.000133,0,0,0.014306
FAGFUQ,,2,1.703042,11,0.18123,0.205278,0.000006,0,0,0.006644
HAJYAV,,2,1.673498,11,0.16285,0.180842,0,0,0,0.004536
HURGEH,,10,9.013098,9,0.235789,0.282425,0.000333,0,0,0.033291
LIGRAW,,1,0.826736,11,0.162791,0.179726,0,0,0,0.003089
QIQTOB,,3,2.643268,11,0.180064,0.204683,0.000029,0,0,0.006509
RAHXEE,,2,1.668003,11,0.162909,0.181214,0.000021,0,0,0.004063
WANYAN,,2,1.6279,11,0.16285,0.180842,0,0,0,0.004536
BUKLOJ01,,11,9.26858,10,0.230571,0.272967,0.00023,0,0,0.027349
CAZNEY,,1,0.832427,11,0.187448,0.207584,0,0,0,0.004889
CIWYUD,,4,3.327029,11,0.21172,0.244142,0.000053,0,0,0.013827
DIBQIQ,,4,3.506451,10,0.219178,0.253766,0.000054,0,0,0.016351
DUDKEU,,5,4.210629,9,0.230216,0.261395,0.000243,0,0,0.017587
ESUSIW,,2,1.800655,10,0.194698,0.217489,0.000006,0,0,0.006894
FIDLUC,,1,0.803275,11,0.187448,0.207584,0,0,0,0.004889
FIXLAC,,6,5.187357,10,0.213333,0.246309,0.000141,0,0,0.015921
GESDUF,,3,2.488323,11,0.208275,0.237589,0.000041,0,0,0.01135
NIDFOX,,1,0.819324,11,0.187448,0.207584,0,0,0,0.004889
TANKIE,,2,1.679175,10,0.207985,0.235428,0.000014,0,0,0.010099
CANROA,,1,0.905888,11,0.187998,0.208758,0,0,0,0.005015
CIJBEE,,6,5.443788,11,0.209248,0.252625,0.000054,0,0,0.024161
DIDBEZ,,8,6.944079,9,0.205882,0.241052,0.000146,0,0,0.018688
JOGHIY,,3,2.70618,10,0.193187,0.22215,0.000021,0,0,0.010951
NOMPOW,,4,3.404222,11,0.198934,0.233856,0.000045,0,0,0.012578
PUNYED,,11,9.64981,9,0.236412,0.280062,0.000307,0,0,0.030479
SINLAE,,1,0.842526,11,0.187683,0.213182,0,0,0,0.00626
VEDGAO,,7,6.381217,11,0.217687,0.26348,0.000076,0,0,0.028673
CAXZOS,,6,5.195685,11,0.187135,0.22137,0.000045,0,0,0.014094
JEJWIF,,1,0.808316,12,0.157691,0.176246,0,0,0,0.002911
VEWLAM,,2,1.657845,12,0.173981,0.200915,0,0,0,0.007685
YIRSUQ,,3,2.553622,11,0.201529,0.234521,0.000032,0,0,0.012208
CEJFOO,,5,4.31928,9,0.205128,0.234565,0.000064,0,0,0.01253
DOLWEI,,3,2.471239,10,0.196233,0.225182,0.000016,0,0,0.009724
FAZPED,,4,3.831007,9,0.207024,0.232067,0.000093,0,0,0.010287
NAGROF,,1,0.858559,10,0.170277,0.185799,0,0,0,0.002647
ERUNOW,,11,9.647419,10,0.230334,0.283844,0.000232,0,0,0.036694
NEVVIU01,,3,2.50679,12,0.188552,0.216963,0.000035,0,0,0.008527
TOHQEO,,2,1.814341,12,0.175755,0.203722,0.000009,0,0,0.006389
CEYPUT01,,3,2.616823,10,0.18145,0.204587,0.000024,0,0,0.006597
JODFOZ,,1,0.895987,11,0.153635,0.166936,0,0,0,0.001775
NERVIP01,,4,3.466159,9,0.199555,0.226485,0.000038,0,0,0.010859
CIFMAH,,2,1.864625,10,0.194192,0.214467,0.000007,0,0,0.005306
HELDOT,,3,2.676286,11,0.200089,0.227994,0.000021,0,0,0.008769
CIFMIP,,8,6.993463,9,0.232245,0.273255,0.00014,0,0,0.028934
FILYEG,,6,5.611329,9,0.228571,0.261905,0.000134,0,0,0.019054
HIDSIZ,,1,0.833494,10,0.188552,0.208565,0,0,0,0.004674
NASREH,,4,3.471109,8,0.231405,0.26124,0.000106,0,0,0.018247
UVUDIA,,3,2.521772,10,0.205505,0.229805,0.000025,0,0,0.008757
VEDGIW,,10,8.57805,10,0.238298,0.288269,0.000216,0,0,0.037783
ISOCOI,,1,0.825324,12,0.173107,0.195829,0,0,0,0.003919
CIKPEU,,3,2.532251,11,0.173981,0.193194,0.000015,0,0,0.005096
FISQEG,,4,3.371035,11,0.183381,0.207604,0.000028,0,0,0.006921
FUBTUT,,3,2.575994,10,0.191617,0.213495,0.000028,0,0,0.006928
GEBYIY,,2,1.687599,12,0.161791,0.178857,0.000004,0,0,0.003532
CIPLIX,,8,6.829246,10,0.225352,0.265761,0.000208,0,0,0.024662
ESUSOC,,1,0.802858,11,0.183984,0.2038,0,0,0,0.004268
GUPRIU,,2,1.622845,11,0.186124,0.208557,0.000014,0,0,0.005927
IWEQEH,,2,1.745396,11,0.184135,0.205288,0.000021,0,0,0.005249
JEDVUM,,6,5.394628,10,0.21023,0.241959,0.000097,0,0,0.014925
NEVVIU,,7,5.770275,11,0.225126,0.268748,0.000122,0,0,0.025752
CITZIP,,1,0.825236,12,0.140131,0.151386,0,0,0,0.001397
TARYUJ,,4,3.38307,11,0.197531,0.223915,0.000059,0,0,0.00891
COWQUC,,1,0.84795,12,0.161151,0.179721,0,0,0,0.002831
HURGOR,,6,5.088523,11,0.192027,0.226643,0.000077,0,0,0.012989
MOXDIN,,6,5.273922,9,0.202075,0.231917,0.00009,0,0,0.012674
COWREN,,3,2.738377,12,0.185815,0.215956,0.000034,0,0,0.008436
VIZQEC,,1,0.999977,13,0.156753,0.174024,0,0,0,0.001975
COWROX,,3,2.514844,11,0.197531,0.232435,0.000013,0,0,0.012429
CUZBUW,,11,9.624194,10,0.234187,0.289102,0.000273,0,0,0.038036
KOHLIE,,7,5.969835,10,0.212625,0.250194,0.000094,0,0,0.019941
TATSIS01,,5,4.185283,10,0.201167,0.234802,0.000027,0,0,0.014565
COXFOL,,3,2.548446,10,0.201167,0.228685,0.000023,0,0,0.009815
QUJHIN,,3,2.612965,11,0.179847,0.204707,0.00001,0,0,0.00631
COZMUA,,1,0.831725,1,1,1,0,1,1,0.000924
CUWNIT,,1,0.831725,1,1,1,0,1,1,0.000924
CUSBUP,,2,1.652774,10,0.197531,0.223531,0.000009,0,0,0.008009
ESURER,,3,2.802845,9,0.205222,0.230378,0.000028,0,0,0.009003
KULLAG,,5,4.38232,9,0.225352,0.263328,0.000099,0,0,0.021688
KULLEK,,1,0.877017,11,0.189831,0.216288,0,0,0,0.005969
MOXDIN01,,7,6.2432,11,0.209346,0.24685,0.000079,0,0,0.019195
OGUPIQ,,3,2.653421,11,0.20876,0.240912,0.000039,0,0,0.012019
XAMGUQ,,2,1.712817,10,0.206262,0.236985,0.000019,0,0,0.010744
YATDOP,,7,6.061126,11,0.209836,0.25182,0.000089,0,0,0.020085
NEVVAM01,,5,4.266269,11,0.217687,0.254936,0.000095,0,0,0.017291
RAKBIO,,2,1.851555,11,0.18975,0.213956,0.000005,0,0,0.006191
VEFLUP,,3,2.712373,10,0.205034,0.234563,0.000017,0,0,0.011696
DERBIO,,3,2.830269,11,0.199377,0.225966,0.000007,0,0,0.009308
NIGPEA,,4,3.566605,10,0.203267,0.23166,0.000029,0,0,0.010714
DIBQEM,,3,2.630823,11,0.194529,0.227698,0.000031,0,0,0.010112
FISQIK,,3,2.663097,11,0.207792,0.2388,0.00003,0,0,0.010577
NIGPAW,,2,1.791424,12,0.156863,0.174174,0.000004,0,0,0.003041
DIDBAV,,4,3.492029,9,0.216321,0.247053,0.000053,0,0,0.015567
DIDBID,,4,3.661208,10,0.197444,0.227962,0.000043,0,0,0.0112
NAGRUL,,2,1.698536,10,0.175137,0.196441,0.000004,0,0,0.005386
NUCBOE,,1,0.800385,10,0.170797,0.188514,0,0,0,0.003644
VOCKUT,,1,0.808117,10,0.170797,0.188514,0,0,0,0.003644
VODNOS,,4,3.649082,11,0.206547,0.243154,0.000032,0,0,0.015542
YUMFES,,1,0.813674,11,0.164948,0.181614,0,0,0,0.002382
DIDBOJ,,3,2.768069,12,0.186201,0.217716,0.000007,0,0,0.011213
VEDFOB,,3,2.622486,12,0.176587,0.204969,0.00001,0,0,0.008375
DIQHAO,,2,1.79024,11,0.190153,0.219684,0.000014,0,0,0.008035
LIDSIC,,5,4.291301,12,0.181083,0.208744,0.00003,0,0,0.008323
DIXKOL,,2,1.655467,10,0.179057,0.199023,0.000005,0,0,0.005119
MOXDEJ,,4,3.510097,10,0.192937,0.215993,0.000033,0,0,0.008213
DUVNIS,,6,5.420716,10,0.206833,0.241957,0.000083,0,0,0.01493
FIYQIQ,,5,4.376267,11,0.193353,0.223367,0.000085,0,0,0.011148
FUSGOR,,1,0.832957,11,0.17145,0.189879,0,0,0,0.003012
XADDUD,,3,2.539585,11,0.19788,0.226998,0.000021,0,0,0.009461
DUVNIS01,,10,8.804857,9,0.226377,0.267823,0.000209,0,0,0.027349
AGAFAS,,6,5.29629,9,0.230928,0.269592,0.000123,0,0,0.025018
CAQKAJ,,5,4.21542,10,0.212827,0.247683,0.000086,0,0,0.015
PUMDIM,,3,2.610831,10,0.190395,0.215448,0.000025,0,0,0.008231
UVUCIZ,,3,2.563787,10,0.192937,0.215554,0.000039,0,0,0.007902
UVUDEW,,2,1.708694,10,0.184818,0.206099,0.000021,0,0,0.00576
VEGMIE,,4,3.50954,10,0.204007,0.23719,0.000059,0,0,0.013595
EKEXOI,,4,3.511982,9,0.18887,0.210352,0.000054,0,0,0.008271
XAPSIS,,6,5.358578,8,0.208858,0.232951,0.000221,0,0,0.012063
ZEFLAZ,,1,0.806464,10,0.158922,0.170536,0,0,0,0.002102
XUBKOU,,4,3.471163,10,0.209542,0.242552,0.000061,0,0,0.013179
CAQKAJ01,,3,2.583778,11,0.194613,0.225837,0.00005,0,0,0.009472
VACKUI,,5,4.354169,9,0.219178,0.254952,0.000075,0,0,0.018723
YIGGEB,,3,2.745658,11,0.20299,0.236854,0.000012,0,0,0.012619
ERUNUC,,6,5.196997,11,0.182783,0.215798,0.000096,0,0,0.012404
MOWQOF,,2,1.661914,12,0.154696,0.174029,0.000021,0,0,0.003731
UYEBIL,,2,1.721947,12,0.154696,0.174029,0.000021,0,0,0.003731
ESEQUO,,3,2.585696,11,0.19727,0.223179,0.00002,0,0,0.008186
XIHSAJ01,,4,3.446271,11,0.19244,0.219786,0.000025,0,0,0.009543
ESUSAO,,3,2.79083,10,0.196837,0.224078,0.000022,0,0,0.010099
RIDDUE,,7,6.199881,9,0.225352,0.266014,0.000167,0,0,0.02469
SUSNUR,,1,0.831215,10,0.186356,0.20604,0,0,0,0.004626
USAYOE,,3,2.675328,10,0.204473,0.235706,0.000017,0,0,0.012934
WUMDUF,,4,3.412192,10,0.201893,0.232034,0.000051,0,0,0.011067
TATSIS,,3,2.518091,9,0.192192,0.209062,0.000074,0,0,0.006001
FAZPIH,,2,1.663915,11,0.164042,0.18384,0.000003,0,0,0.003993
KIRKIH,,4,3.311302,10,0.183531,0.209462,0.000028,0,0,0.007883
FEVDER,,2,1.74364,11,0.178415,0.200933,0.000004,0,0,0.004763
FEXCAO01,,2,1.647626,9,0.201077,0.223601,0.000015,0,0,0.007131
FEXCES,,3,2.459357,11,0.195462,0.228359,0.000008,0,0,0.010991
FILYAC,,5,4.433771,10,0.20915,0.241064,0.000061,0,0,0.014227
GAGWOB,,5,4.407412,11,0.204566,0.240643,0.000059,0,0,0.013983
XIHSEN,,6,5.192584,11,0.202715,0.239809,0.000078,0,0,0.015569
FUDHAP,,4,3.466679,10,0.191535,0.216683,0.000025,0,0,0.008311
KOHSAD,,1,0.825659,11,0.175893,0.192652,0,0,0,0.003162
UFUKUB03,,4,3.565451,9,0.19244,0.2142,0.000086,0,0,0.008507
OTOZII,,2,1.618202,11,0.184514,0.211086,0.000004,0,0,0.006473
LAGWIB,,5,4.248971,12,0.186978,0.216495,0.000057,0,0,0.009996
JOPGUS,,8,6.777388,10,0.211122,0.252608,0.000113,0,0,0.021351
NEVVAM02,,3,2.697615,11,0.183682,0.209543,0.000009,0,0,0.006909
GEPBEK,,3,2.60869,11,0.206357,0.237691,0.000036,0,0,0.012309
BEXVAD01,,2,1.766724,10,0.19211,0.216188,0.000011,0,0,0.00675
ESURER03,,3,2.597764,10,0.204193,0.235395,0.000075,0,0,0.012089
JOPGOM,,4,3.485542,10,0.195804,0.224644,0.000029,0,0,0.010245
OFIFIV,,1,0.832794,10,0.190882,0.213031,0,0,0,0.005403
ONOCUR,,1,0.861787,12,0.161151,0.179721,0,0,0,0.002831
YODRAM,,2,1.723192,12,0.168929,0.1924,0.000006,0,0,0.005035
KESFIA,,7,6.183574,9,0.209444,0.238158,0.000134,0,0,0.01445
RORVAX,,2,1.671819,11,0.18204,0.202518,0.000001,0,0,0.005102
XULDOZ,,2,1.694287,11,0.173913,0.191532,0.000021,0,0,0.004009
SEQSOY,,4,3.416231,11,0.181818,0.209033,0.000035,0,0,0.007976
VEDFIV,,4,3.611067,11,0.196319,0.228822,0.000031,0,0,0.012122
JODGOA,,4,3.38415,11,0.205034,0.237627,0.000055,0,0,0.012989
VEDFAN,,1,0.894263,12,0.170213,0.187745,0,0,0,0.002568
JOPGIG,,5,4.330328,10,0.21313,0.247368,0.00008,0,0,0.014903
NEVVIU02,,1,0.805735,11,0.175755,0.193722,0,0,0,0.002885
WANNIL,,3,2.739961,11,0.183007,0.206779,0.000022,0,0,0.006228
AVEVII02,,2,1.654304,11,0.176796,0.196622,0.000003,0,0,0.004394
LITCUO,,2,1.664834,11,0.179992,0.204802,0.000001,0,0,0.006196
LAVYEN01,,2,1.844808,11,0.175893,0.199186,0.00001,0,0,0.005221
UVUCEV,,2,1.728912,11,0.180645,0.20449,0.000005,0,0,0.006002
TAFCIO01,,1,0.868112,10,0.185738,0.206582,0,0,0,0.004939
KEJWAY,,1,0.842522,11,0.172043,0.190175,0,0,0,0.002919
RAKBIO01,,5,4.113899,10,0.207696,0.241851,0.00006,0,0,0.01515
VEFMAW,,1,0.833249,11,0.175411,0.194672,0,0,0,0.003625
WAHREE,,2,1.825766,11,0.175549,0.19616,0.000021,0,0,0.004601
EWUHIP,,2,1.674737,12,0.18101,0.201973,0.000009,0,0,0.004671
GUFXOW,,1,0.848678,13,0.15758,0.173797,0,0,0,0.002389
XUYYIA,,1,0.853055,13,0.15758,0.173797,0,0,0,0.002389
QEBGAH,,2,1.763577,12,0.178415,0.203398,0.000007,0,0,0.005867
SINTAN,,2,1.672327,11,0.177075,0.199955,0.000007,0,0,0.005428
DEGMAG01,,1,0.831792,9,0.181892,0.19883,0,0,0,0.003798
FAHQOX,,2,1.77823,9,0.18204,0.200318,0.000021,0,0,0.004776
LULGEF,,1,0.861551,10,0.161267,0.170674,0,0,0,0.00173
MAWGEZ,,1,0.832568,9,0.181524,0.196573,0,0,0,0.002932
VASYEW,,5,4.298995,7,0.238045,0.265694,0.000416,0,0,0.018087
XAFFIV,,2,1.75506,11,0.202349,0.230487,0.000017,0,0,0.009591
WUHMUJ,,1,0.831641,12,0.182559,0.204862,0,0,0,0.004895
XIHSAJ,,2,1.641319,12,0.196061,0.225174,0.000005,0,0,0.009119
KABSIR,,1,0.827261,11,0.161791,0.174536,0,0,0,0.00207
ESUTET01,,2,1.805471,10,0.17145,0.189869,0.000012,0,0,0.004379
FAJYAS,,1,0.860527,10,0.168168,0.183695,0,0,0,0.002805
VALWUD,,4,3.437837,10,0.185354,0.209955,0.000037,0,0,0.007831
BUKPAZ,,1,0.821434,12,0.173174,0.192464,0,0,0,0.003554
KUNKIO,,1,0.812137,12,0.173174,0.192464,0,0,0,0.003554
XOLSUO,,2,1.709557,11,0.191208,0.21719,0.000004,0,0,0.007491
ILOTOT,,1,0.830114,11,0.163683,0.180743,0,0,0,0.002698
NERVOV,,1,0.843073,11,0.169312,0.188917,0,0,0,0.003484
NEVVAM,,3,2.828513,12,0.190719,0.21809,0.000008,0,0,0.007318
RAKBIO02,,1,0.895179,12,0.183833,0.205787,0,0,0,0.004225
EJINIV01,,3,2.645592,11,0.16944,0.190573,0.000017,0,0,0.004982
NOMPIQ01,,2,1.70086,12,0.172043,0.193596,0.000006,0,0,0.004417
XUDVAV,,4,3.328821,11,0.185815,0.214653,0.000053,0,0,0.008369
OJEXEI,,1,0.890378,12,0.155556,0.16803,0,0,0,0.001499
OKEHIW,,1,0.815321,10,0.191289,0.2118,0,0,0,0.00521
ALIXID,,2,1.90383,10,0.202075,0.22721,0.000017,0,0,0.0078
EBIMEJ,,4,3.352804,10,0.209738,0.236206,0.000115,0,0,0.011059
ISILEC,,3,2.634037,9,0.21142,0.234781,0.000089,0,0,0.009935
CAQJOW,,2,1.744972,12,0.158865,0.17746,0.000003,0,0,0.003178
RECJAM,,3,2.525421,12,0.173241,0.195189,0.00001,0,0,0.005396
ZEFLAZ01,,1,0.835975,12,0.153899,0.169316,0,0,0,0.002053
FEYJOJ,,4,3.566576,10,0.194698,0.219811,0.000027,0,0,0.008666
XEVSIB01,,4,3.460617,10,0.197967,0.227797,0.000062,0,0,0.010947
VUMCEM,,1,0.907679,13,0.134011,0.146151,0,0,0,0.001359
ESURER02,,2,1.805148,9,0.195037,0.217771,0.000022,0,0,0.007274
QUSVOQ,,3,2.475155,11,0.195037,0.221567,0.000026,0,0,0.00836
TONBOO,,2,1.7527,11,0.169633,0.188899,0.000021,0,0,0.003592
HISJAW,,2,1.756532,9,0.201893,0.221276,0.000031,0,0,0.006676
ISIKIF,,1,0.877452,9,0.18895,0.205979,0,0,0,0.003927
WIMWEW,,2,1.676151,10,0.17264,0.187134,0.000008,0,0,0.00353
FEPFAK,,2,1.697145,11,0.182708,0.201082,0.000012,0,0,0.004237
LECGEH,,1,0.813228,10,0.165497,0.180523,0,0,0,0.002565
CUFKAR,,2,1.722679,11,0.184211,0.209518,0.00001,0,0,0.005861
DEFSUE,,3,2.517888,11,0.179272,0.204557,0.000028,0,0,0.006486
KORMOV,,1,0.831352,9,0.17284,0.184926,0,0,0,0.00275
UGECEO01,,3,2.667084,8,0.194276,0.214012,0.000319,0,9,0.007518
ESUTAP,,3,2.80154,9,0.185277,0.202061,0.00004,0,0,0.005963
IGAHED02,,3,2.72425,9,0.186667,0.206591,0.000538,0,9,0.00796
PENNON,,1,0.893709,9,0.176447,0.187915,0,0,0,0.002698
DECJON,,2,1.644345,9,0.196923,0.217559,0.000021,0,0,0.006431
QOKBUO,,3,2.500215,9,0.20915,0.235265,0.000039,0,0,0.01065
FIFNOY,,2,1.823536,13,0.152641,0.171233,0.000001,0,0,0.003499
KOZSOJ,,1,0.892393,12,0.142358,0.154038,0,0,0,0.001614
MUMZAX,,1,0.891238,12,0.142358,0.154038,0,0,0,0.001614
ABAYIM,,1,0.999336,1,1,1,0,2,2,0.000924
YOSLOH,,1,0.999336,1,1,1,0,2,2,0.000924
YOSLIB04,,1,0.91472,1,1,1,0,3,3,0.000924
NATXOW,,1,0.91472,1,1,1,0,3,3,0.000924
ABAYIO,,2,1.885142,9,0.208366,0.230458,0.000013,4,8,0.005379
AVEVOO02,,1,0.890908,10,0.172547,0.185089,0,4,8,0.001522
WEYQAU14,,9,8.240189,8,0.262439,0.307209,0.000109,4,8,0.024626
AHIZOH,,4,3.465102,8,0.25619,0.287184,0.000032,4,8,0.016189
CIBTIT,,7,6.273452,8,0.253534,0.29376,0.000095,4,8,0.021008
LUSHOX02,,8,7.133482,9,0.261928,0.302657,0.000093,4,8,0.022753
